NodeNumber,Equivalent Stress (Pa)
918,2.1142e+008
919,2.1553e+008
920,2.1323e+008
921,2.1041e+008
922,2.0917e+008
923,2.1271e+008
924,2.1508e+008
925,2.1061e+008
926,2.106e+008
927,2.1001e+008
928,2.0916e+008
929,2.1082e+008
930,2.0584e+008
931,2.0906e+008
932,2.1243e+008
933,2.1026e+008
934,2.1206e+008
935,2.0816e+008
936,2.1153e+008
937,2.0873e+008
938,2.113e+008
939,2.0786e+008
940,2.11e+008
941,2.1203e+008
942,2.0931e+008
943,2.0802e+008
944,2.0994e+008
945,2.058e+008
946,2.1055e+008
947,2.0903e+008
948,2.0495e+008
949,2.0906e+008
950,2.0573e+008
951,2.0948e+008
952,2.0605e+008
953,2.0912e+008
954,2.0807e+008
955,2.0881e+008
956,2.0742e+008
957,2.0828e+008
958,2.0813e+008
959,2.0719e+008
960,2.0664e+008
961,2.0694e+008
962,2.0491e+008
963,2.0732e+008
964,2.0924e+008
965,2.2181e+008
966,2.1432e+008
967,2.0481e+008
968,2.1403e+008
969,7.4583e+007
970,8.0909e+007
971,1.0674e+008
972,1.2356e+008
973,2.2686e+007
974,2.0732e+008
975,1.8558e+008
976,1.8383e+008
977,1.6894e+008
978,1.7312e+008
979,1.6004e+008
980,1.7229e+008
981,1.8257e+008
982,1.8079e+008
983,1.7826e+008
984,1.7321e+008
985,1.8751e+008
986,1.7327e+008
987,1.8041e+008
988,1.723e+008
989,1.7483e+008
990,1.4951e+008
991,1.7214e+008
992,1.5275e+008
993,1.368e+008
994,1.2183e+008
995,1.7664e+008
996,1.4665e+008
997,1.613e+008
998,1.2864e+008
999,1.6431e+008
1000,1.787e+008
1001,1.7603e+008
1002,1.7971e+008
1003,1.8601e+008
1004,1.6729e+008
1005,1.6373e+008
1006,1.707e+008
1007,1.4936e+008
1008,1.5949e+008
1009,1.6643e+008
1010,1.6442e+008
1011,1.5894e+008
1012,1.7767e+008
1013,1.7343e+008
1014,1.3793e+008
1015,1.4268e+008
1016,1.2079e+008
1017,1.3379e+008
1018,1.918e+008
1019,1.7155e+008
1020,2.0332e+008
1021,1.7267e+008
1022,1.7454e+008
1023,1.6971e+008
1024,1.7432e+008
1025,1.8154e+008
1026,1.7732e+008
1027,1.7858e+008
1028,1.7619e+008
1029,2.2784e+007
1030,9979.9
1031,3.2632e+007
1032,3.004e+007
1033,368.77
1034,3.9545e+005
1035,507.03
