NodeNumber,Total Deformation (m)
3663,1.20E-06
3664,1.40E-06
3665,1.52E-06
3666,1.09E-06
3667,2.36E-06
3668,1.35E-06
3669,1.88E-06
3670,1.38E-06
3671,1.84E-06
3672,1.91E-06
3673,9.65E-07
3674,1.26E-06
3675,1.61E-06
3676,1.64E-06
3677,7.45E-07
3678,8.99E-07
3679,1.42E-06
3680,1.15E-06
3681,8.62E-07
3682,1.46E-06
3683,1.17E-06
3684,9.62E-07
3685,1.58E-06
3686,1.19E-06
3687,1.30E-06
3688,1.19E-06
3689,1.51E-06
3690,1.82E-06
3691,2.14E-06
3692,1.73E-06
3693,1.07E-06
3694,5.23E-07
3695,4.88E-06
3696,2.62E-06
3697,1.91E-06
3698,1.03E-06
3699,2.08E-06
3700,9.26E-07
3701,1.03E-06
3702,7.29E-07
3703,1.22E-06
3704,1.34E-06
3705,1.42E-06
3706,2.05E-06
3707,1.25E-06
3708,1.00E-06
3709,1.12E-06
3710,3.81E-06
3711,2.06E-06
3712,1.41E-06
3713,1.70E-06
3714,1.23E-06
3715,9.66E-07
3716,1.29E-06
3717,1.93E-06
3718,1.61E-06
3719,1.58E-06
3720,1.07E-06
3721,1.36E-06
3722,1.44E-06
3723,1.39E-06
3724,6.24E-07
3725,1.53E-06
3726,1.45E-06
3727,1.29E-06
3728,8.61E-07
3729,2.34E-06
3730,1.27E-06
3731,2.22E-06
3732,8.74E-07
3733,1.28E-06
3734,7.89E-07
3735,1.29E-06
3736,8.07E-07
3737,9.67E-07
3738,2.36E-06
3739,2.99E-06
3740,2.07E-06
3741,1.27E-06
3742,1.36E-06
3743,2.06E-06
3744,2.57E-06
3745,1.73E-06
3746,1.06E-06
3747,1.22E-06
3748,1.69E-06
3749,1.27E-06
3750,8.51E-07
3751,1.43E-06
3752,1.84E-06
3753,7.44E-07
3754,1.85E-06
3755,1.56E-06
3756,1.58E-06
3757,9.14E-07
3758,1.28E-06
3759,1.52E-06
3760,3.96E-06
3761,2.06E-06
3762,2.02E-06
3763,1.67E-06
3764,1.18E-06
3765,1.24E-06
3766,1.05E-06
3767,1.16E-06
3768,1.26E-06
3769,1.28E-06
3770,1.11E-06
3771,2.65E-06
3772,1.47E-06
3773,1.50E-06
3774,8.50E-07
3775,5.93E-06
3776,8.94E-07
3777,2.20E-06
3778,1.60E-06
3779,2.85E-06
3780,1.20E-06
3781,1.10E-06
3782,1.31E-06
3783,8.75E-07
3784,1.11E-06
3785,1.01E-06
3786,1.24E-06
3787,1.36E-06
3788,3.74E-06
3789,1.68E-06
3790,3.10E-06
3791,1.40E-06
3792,1.81E-06
3793,8.79E-07
3794,4.06E-06
3795,4.52E-06
3796,1.23E-06
3797,8.91E-07
3798,1.17E-06
3799,2.25E-06
3800,1.27E-06
3801,1.69E-06
3802,1.47E-05
3803,5.67E-06
3804,6.44E-07
3805,1.78E-06
3806,4.56E-06
3807,1.17E-07
3808,5.74E-06
3809,2.72E-06
3810,5.77E-06
3811,4.56E-06
3812,9.90E-07
3813,8.65E-06
3814,6.02E-07
3815,6.96E-07
3816,6.46E-09
3817,5.03E-07
3818,1.30E-06
3819,5.14E-07
3820,6.30E-06
3821,9.03E-07
3822,2.95E-07
3823,2.11E-07
3824,1.07E-06
3825,4.82E-06
3826,1.02E-05
3827,2.23E-06
3828,3.63E-06
3829,2.03E-07
3830,3.92E-06
3831,4.21E-07
3832,1.75E-07
3833,2.51E-07
3834,5.25E-06
3835,1.31E-06
3836,1.71E-06
3837,1.27E-05
3838,5.83E-07
3839,3.31E-07
3840,3.20E-06
3841,9.37E-07
3842,4.96E-06
3843,2.87E-06
3844,1.04E-05
3845,1.86E-05
3846,8.04E-06
3847,7.24E-07
3848,4.76E-06
3849,5.54E-04
3850,1.37E-05
3851,4.92E-06
3852,8.21E-06
3853,5.64E-06
3854,4.55E-06
3855,8.92E-07
3856,6.19E-07
3857,7.47E-06
3858,8.05E-07
3859,5.79E-07
3860,1.30E-06
3861,6.94E-07
3862,7.62E-07
3863,5.67E-06
3864,9.04E-07
3865,3.50E-06
3866,4.31E-06
3867,9.43E-06
3868,5.53E-07
3869,3.00E-06
3870,2.16E-06
3871,5.45E-06
3872,2.94E-07
3873,2.41E-06
3874,5.09E-07
3875,2.57E-07
3876,6.00E-06
3877,8.59E-07
3878,1.23E-06
3879,3.07E-06
3880,4.79E-07
3881,7.17E-07
3882,4.34E-06
3883,6.45E-07
3884,3.49E-07
3885,1.20E-06
3886,5.08E-06
3887,2.68E-07
3888,2.87E-06
3889,9.98E-07
3890,6.14E-04
3891,2.04E-07
3892,5.57E-06
3893,1.83E-06
3894,1.58E-06
3895,4.20E-07
3896,6.36E-07
3897,1.43E-06
3898,1.58E-05
3899,1.70E-06
3900,5.53E-07
3901,5.77E-07
3902,1.26E-05
3903,2.82E-07
3904,2.64E-06
3905,2.53E-06
3906,3.42E-06
3907,6.74E-06
3908,1.17E-06
3909,3.73E-07
3910,1.75E-06
3911,8.01E-06
3912,1.56E-06
3913,5.25E-06
3914,2.80E-06
3915,1.82E-06
3916,1.39E-06
3917,3.32E-06
3918,8.17E-06
3919,5.27E-06
3920,2.26E-06
3921,2.07E-06
3922,1.09E-06
3923,1.79E-06
3924,5.26E-06
3925,2.15E-06
3926,4.91E-06
3927,2.81E-07
3928,2.21E-06
3929,5.12E-06
3930,5.25E-07
3931,3.78E-06
3932,1.20E-06
3933,1.55E-07
3934,1.07E-06
3935,4.99E-06
3936,4.98E-06
3937,5.16E-07
3938,1.12E-06
3939,2.92E-07
3940,1.27E-06
3941,1.03E-06
3942,2.87E-06
3943,4.91E-07
3944,5.25E-06
3945,7.89E-06
3946,1.07E-06
3947,4.48E-06
3948,8.15E-06
3949,9.81E-07
3950,5.09E-07
3951,4.62E-06
3952,2.61E-05
3953,2.63E-07
3954,4.54E-06
3955,2.52E-06
3956,2.40E-07
3957,3.50E-06
3958,6.98E-06
3959,1.75E-05
3960,1.24E-06
3961,9.11E-06
3962,5.39E-07
3963,4.18E-07
3964,1.67E-06
3965,3.66E-06
3966,1.79E-06
3967,7.13E-06
3968,4.94E-06
3969,1.02E-06
3970,3.47E-06
3971,6.82E-07
3972,5.06E-07
3973,4.33E-07
3974,4.43E-07
3975,1.27E-05
3976,6.20E-07
3977,8.39E-07
3978,2.04E-06
3979,2.56E-07
3980,2.58E-06
3981,3.26E-06
3982,1.61E-06
3983,5.46E-07
3984,2.14E-06
3985,2.81E-07
3986,6.01E-06
3987,2.63E-06
3988,8.71E-06
3989,3.35E-06
3990,6.71E-07
3991,1.99E-06
3992,1.36E-06
3993,2.63E-07
3994,1.09E-05
3995,4.14E-06
3996,8.74E-07
3997,6.86E-07
3998,1.09E-06
3999,3.73E-06
4000,5.67E-06
4001,2.08E-06
4002,6.95E-07
4003,7.19E-06
4004,8.36E-07
4005,1.89E-06
4006,1.57E-06
4007,7.57E-07
4008,6.76E-07
4009,2.28E-06
4010,8.93E-07
4011,3.64E-06
4012,2.70E-07
4013,1.64E-06
4014,7.79E-07
4015,2.31E-06
4016,1.47E-06
4017,5.37E-06
4018,2.20E-06
4019,9.21E-07
4020,2.62E-07
4021,2.18E-06
4022,1.05E-06
4023,1.05E-05
4024,3.77E-07
4025,8.83E-06
4026,4.36E-07
4027,2.09E-06
4028,1.59E-06
4029,2.11E-06
4030,3.49E-06
4031,3.29E-06
4032,2.98E-06
4033,7.02E-07
4034,7.04E-07
4035,1.04E-06
4036,2.78E-07
4037,4.33E-07
4038,1.36E-06
4039,2.65E-06
4040,2.64E-06
4041,4.17E-06
4042,7.12E-07
4043,4.34E-07
4044,3.54E-07
4045,8.91E-07
4046,7.09E-06
4047,2.61E-06
4048,9.72E-07
4049,1.65E-06
4050,3.15E-07
4051,5.41E-06
4052,4.64E-07
4053,4.63E-06
4054,1.19E-06
4055,8.87E-07
4056,4.55E-06
4057,1.61E-06
4058,4.32E-07
4059,1.66E-07
4060,1.45E-06
4061,7.02E-07
4062,3.05E-06
4063,1.37E-06
4064,1.60E-06
4065,1.02E-06
4066,5.87E-07
4067,5.93E-06
4068,1.34E-06
4069,1.72E-06
4070,1.37E-05
4071,5.40E-06
4072,4.58E-06
4073,3.09E-06
4074,4.81E-06
4075,3.65E-06
4076,7.47E-06
4077,6.05E-06
4078,4.97E-07
4079,7.25E-07
4080,1.94E-07
4081,1.38E-06
4082,5.82E-06
4083,1.06E-05
4084,1.36E-05
4085,2.28E-07
4086,1.96E-07
4087,4.35E-06
4088,9.38E-06
4089,9.73E-06
4090,1.24E-05
4091,3.22E-06
4092,4.87E-07
4093,4.36E-06
4094,4.41E-06
4095,8.26E-06
4096,4.40E-06
4097,4.73E-06
4098,6.62E-06
4099,2.02E-06
4100,2.00E-06
4101,6.21E-07
4102,2.43E-07
4103,1.32E-06
4104,4.22E-07
4105,6.69E-07
4106,1.16E-06
4107,5.57E-06
4108,6.28E-06
4109,4.70E-06
4110,1.92E-06
4111,1.15E-06
4112,6.74E-07
4113,1.43E-06
4114,3.33E-06
4115,3.52E-07
4116,5.60E-06
4117,2.24E-07
4118,7.97E-07
4119,5.79E-07
4120,2.83E-07
4121,6.78E-07
4122,8.27E-06
4123,2.35E-07
4124,3.75E-07
4125,7.07E-07
4126,6.60E-07
4127,6.35E-06
4128,6.29E-07
4129,1.62E-06
4130,5.34E-07
4131,3.78E-06
4132,4.82E-07
4133,8.65E-06
4134,3.69E-06
4135,2.78E-06
4136,2.81E-06
4137,4.94E-06
4138,4.85E-06
4139,3.68E-07
4140,1.16E-05
4141,3.57E-07
4142,1.95E-07
4143,1.63E-06
4144,6.09E-07
4145,2.10E-07
4146,3.78E-07
4147,6.01E-07
4148,2.79E-07
4149,1.10E-05
4150,6.72E-06
4151,3.56E-06
4152,6.30E-06
4153,5.69E-06
4154,7.81E-06
4155,1.06E-05
4156,6.77E-07
4157,7.18E-06
4158,3.02E-07
4159,7.37E-07
4160,3.92E-06
4161,7.12E-07
4162,1.94E-07
4163,1.91E-07
4164,8.83E-07
4165,1.83E-06
4166,2.99E-06
4167,1.58E-07
4168,1.06E-06
4169,3.59E-06
4170,1.00E-06
4171,1.71E-07
4172,3.37E-06
4173,1.43E-06
4174,2.39E-06
4175,9.81E-07
4176,1.63E-06
4177,5.16E-08
4178,2.55E-06
4179,2.43E-06
4180,1.28E-06
4181,3.81E-06
4182,5.11E-07
4183,2.84E-08
4184,7.90E-07
4185,7.53E-07
4186,2.53E-06
4187,1.54E-06
4188,5.10E-06
4189,2.38E-06
4190,3.55E-06
4191,2.43E-06
4192,3.11E-06
4193,4.88E-06
4194,1.00E-06
4195,1.04E-06
4196,2.88E-06
4197,1.51E-05
4198,6.37E-07
4199,4.60E-07
4200,2.42E-06
4201,4.20E-06
4202,1.28E-06
4203,1.27E-06
4204,1.03E-06
4205,5.87E-06
4206,7.22E-07
4207,1.18E-06
4208,1.86E-06
4209,1.79E-06
4210,1.08E-06
4211,7.50E-07
4212,5.18E-07
4213,8.67E-07
4214,1.39E-06
4215,9.08E-07
4216,1.60E-06
4217,4.26E-07
4218,6.38E-06
4219,7.05E-07
4220,2.38E-06
4221,4.34E-07
4222,1.91E-07
4223,1.14E-06
4224,4.51E-06
4225,3.70E-06
4226,3.69E-06
4227,5.11E-06
4228,4.38E-06
4229,7.13E-07
4230,1.90E-06
4231,4.49E-07
4232,2.41E-06
4233,4.55E-06
4234,9.25E-07
4235,2.06E-06
4236,2.01E-06
4237,4.41E-07
4238,1.68E-06
4239,9.04E-07
4240,5.85E-07
4241,3.74E-06
4242,7.22E-07
4243,1.06E-07
4244,1.07E-05
4245,4.62E-06
4246,5.56E-07
4247,3.87E-06
4248,7.23E-06
4249,6.14E-07
4250,1.45E-06
4251,2.84E-06
4252,6.45E-06
4253,4.15E-06
4254,1.33E-06
4255,1.50E-06
4256,9.63E-07
4257,1.25E-06
4258,5.25E-07
4259,2.86E-06
4260,3.06E-06
4261,6.04E-04
4262,1.03E-06
4263,5.66E-04
4264,6.99E-07
4265,2.73E-05
4266,1.96E-05
4267,1.38E-05
4268,3.50E-06
4269,9.14E-05
4270,6.57E-04
4271,3.53E-07
4272,4.60E-06
4273,1.44E-06
4274,3.75E-07
4275,2.32E-06
4276,2.93E-06
4277,1.53E-06
4278,1.10E-06
4279,1.24E-05
4280,2.60E-06
4281,3.62E-06
4282,1.14E-06
4283,9.69E-07
4284,1.42E-06
4285,1.04E-06
4286,9.01E-07
4287,1.42E-06
4288,1.61E-07
4289,1.10E-06
4290,4.38E-06
4291,4.75E-06
4292,4.15E-06
4293,1.28E-05
4294,2.08E-06
4295,5.56E-06
4296,1.57E-05
4297,3.93E-07
4298,8.25E-06
4299,6.76E-06
4300,4.86E-06
4301,1.14E-06
4302,1.12E-05
4303,8.13E-07
4304,1.67E-05
4305,3.44E-06
4306,1.59E-06
4307,4.08E-07
4308,5.34E-04
4309,5.17E-04
4310,5.01E-04
4311,4.99E-04
4312,5.23E-04
4313,5.07E-04
4314,5.34E-04
4315,5.17E-04
4316,5.01E-04
4317,5.00E-04
4318,5.24E-04
4319,5.30E-04
4320,5.08E-04
4321,5.63E-04
4322,5.33E-04
4323,5.49E-04
4324,5.64E-04
4325,5.39E-04
4326,5.70E-04
4327,5.50E-04
4328,5.51E-04
4329,5.58E-04
4330,5.79E-04
4331,5.62E-04
4332,5.72E-04
4333,5.99E-04
4334,5.82E-04
4335,5.87E-04
4336,5.70E-04
4337,5.79E-04
4338,5.79E-04
4339,5.81E-04
4340,6.04E-04
4341,5.93E-04
4342,5.91E-04
4343,5.87E-04
4344,5.98E-04
4345,5.63E-04
4346,5.79E-04
4347,5.73E-04
4348,5.86E-04
4349,5.89E-04
4350,5.74E-04
4351,5.82E-04
4352,5.33E-04
4353,5.62E-04
4354,5.49E-04
4355,5.74E-04
4356,5.66E-04
4357,5.40E-04
4358,5.46E-04
4359,5.63E-04
4360,5.34E-04
4361,5.00E-04
4362,5.01E-04
4363,5.23E-04
4364,4.98E-04
4365,5.21E-04
4366,5.34E-04
4367,5.07E-04
4368,5.34E-04
4369,5.00E-04
4370,5.01E-04
4371,4.98E-04
4372,5.24E-04
4373,5.29E-04
4374,5.08E-04
4375,5.63E-04
4376,5.67E-04
4377,5.50E-04
4378,5.58E-04
4379,5.79E-04
4380,5.98E-04
4381,5.78E-04
4382,5.87E-04
4383,5.69E-04
4384,5.79E-04
4385,6.02E-04
4386,5.92E-04
4387,5.91E-04
4388,5.86E-04
4389,5.97E-04
4390,5.63E-04
4391,5.86E-04
4392,5.88E-04
4393,5.74E-04
4394,5.82E-04
4395,5.74E-04
4396,5.66E-04
4397,5.40E-04
4398,5.46E-04
4399,5.63E-04
4400,6.69E-05
4401,5.52E-05
4402,4.80E-05
4403,4.60E-05
4404,6.40E-05
4405,5.28E-05
4406,5.96E-05
4407,4.77E-05
4408,6.70E-05
4409,5.53E-05
4410,4.81E-05
4411,4.96E-05
4412,5.73E-05
4413,6.79E-05
4414,5.00E-05
4415,6.00E-05
4416,5.10E-05
4417,8.49E-05
4418,6.49E-05
4419,7.44E-05
4420,8.29E-05
4421,7.35E-05
4422,8.61E-05
4423,8.15E-05
4424,6.90E-05
4425,9.59E-05
4426,8.97E-05
4427,1.06E-04
4428,9.38E-05
4429,9.79E-05
4430,8.91E-05
4431,1.03E-04
4432,9.59E-05
4433,9.40E-05
4434,9.55E-05
4435,1.10E-04
4436,1.09E-04
4437,1.01E-04
4438,1.02E-04
4439,8.49E-05
4440,9.40E-05
4441,8.97E-05
4442,8.29E-05
4443,1.07E-04
4444,9.32E-05
4445,1.06E-04
4446,9.85E-05
4447,9.11E-05
4448,6.49E-05
4449,7.44E-05
4450,7.77E-05
4451,8.55E-05
4452,6.93E-05
4453,8.33E-05
4454,6.59E-05
4455,4.68E-05
4456,6.75E-05
4457,5.35E-05
4458,5.90E-05
4459,4.69E-05
4460,6.59E-05
4461,4.69E-05
4462,4.90E-05
4463,5.67E-05
4464,6.71E-05
4465,4.95E-05
4466,5.95E-05
4467,5.03E-05
4468,8.39E-05
4469,7.73E-05
4470,8.55E-05
4471,8.11E-05
4472,6.84E-05
4473,9.50E-05
4474,1.06E-04
4475,9.33E-05
4476,9.76E-05
4477,8.87E-05
4478,9.50E-05
4479,1.11E-04
4480,1.09E-04
4481,1.01E-04
4482,1.01E-04
4483,8.39E-05
4484,1.08E-04
4485,9.25E-05
4486,1.05E-04
4487,9.81E-05
4488,9.07E-05
4489,7.58E-05
4490,7.70E-05
4491,8.48E-05
4492,6.89E-05
4493,8.29E-05
4494,0
4495,5.90E-10
4496,0
4497,0
4498,0
4499,0
4500,2.97E-10
4501,3.03E-10
4502,0
4503,2.32E-07
4504,0
4505,0
4506,0
4507,0
4508,0
4509,1.04E-07
4510,1.28E-07
4511,8.77E-08
4512,0
4513,8.08E-10
4514,1.63E-09
4515,3.50E-09
4516,0
4517,0
4518,1.51E-09
4519,5.22E-10
4520,0
4521,7.17E-09
4522,1.45E-08
4523,0
4524,0
4525,2.76E-09
4526,6.34E-09
4527,0
4528,2.72E-08
4529,5.13E-08
4530,0
4531,0
4532,2.17E-08
4533,1.06E-08
4534,0
4535,8.58E-08
4536,6.98E-08
4537,0
4538,0
4539,0
4540,4.85E-08
4541,3.32E-08
4542,2.28E-07
4543,2.06E-07
4544,1.08E-07
4545,0
4546,0
4547,1.73E-07
4548,1.18E-07
4549,1.16E-07
4550,1.49E-09
4551,8.04E-10
4552,1.42E-09
4553,9.68E-10
4554,1.25E-09
4555,1.29E-09
4556,9.35E-10
4557,8.98E-10
4558,4.37E-07
4559,4.61E-07
4560,4.37E-07
4561,4.81E-07
4562,4.93E-07
4563,4.68E-07
4564,4.41E-07
4565,4.72E-07
4566,4.48E-07
4567,6.20E-09
4568,4.66E-09
4569,2.19E-09
4570,3.68E-09
4571,1.52E-09
4572,2.21E-08
4573,7.65E-09
4574,2.06E-08
4575,1.40E-08
4576,6.89E-09
4577,1.37E-08
4578,7.06E-08
4579,3.30E-08
4580,4.60E-08
4581,4.32E-08
4582,2.36E-08
4583,1.95E-07
4584,1.41E-07
4585,8.85E-08
4586,1.45E-07
4587,7.15E-08
4588,1.10E-07
4589,7.05E-08
4590,3.98E-07
4591,2.27E-07
4592,3.81E-07
4593,2.12E-07
4594,3.05E-07
4595,3.42E-07
4596,2.48E-07
4597,2.06E-07
4598,3.98E-07
4599,2.91E-07
4600,3.64E-07
4601,4.03E-07
4602,3.12E-07
4603,3.79E-07
4604,2.64E-07
4605,0
4606,1.21E-14
4607,0
4608,0
4609,0
4610,6.94E-15
4611,0
4612,1.94E-12
4613,1.87E-12
4614,0
4615,1.87E-12
4616,0
4617,0
4618,8.98E-13
4619,9.99E-13
4620,0
4621,1.45E-14
4622,2.48E-14
4623,4.68E-14
4624,0
4625,0
4626,0
4627,2.60E-14
4628,1.59E-14
4629,2.07E-14
4630,9.64E-15
4631,0
4632,9.00E-14
4633,0
4634,0
4635,7.57E-14
4636,0
4637,1.71E-13
4638,3.09E-13
4639,0
4640,0
4641,2.11E-13
4642,1.18E-13
4643,0
4644,5.34E-13
4645,8.21E-13
4646,1.23E-12
4647,0
4648,0
4649,4.23E-13
4650,3.02E-13
4651,1.59E-12
4652,0
4653,0
4654,0
4655,5.52E-13
4656,7.85E-13
4657,2.48E-14
4658,1.52E-14
4659,2.55E-14
4660,1.14E-14
4661,2.12E-14
4662,2.06E-14
4663,1.91E-14
4664,2.83E-12
4665,2.85E-12
4666,3.01E-12
4667,2.76E-12
4668,2.89E-12
4669,2.43E-12
4670,2.55E-12
4671,7.50E-14
4672,4.11E-14
4673,7.42E-14
4674,2.75E-14
4675,4.65E-14
4676,2.37E-13
4677,7.51E-14
4678,2.05E-13
4679,1.17E-13
4680,7.77E-14
4681,1.64E-13
4682,7.45E-13
4683,3.15E-13
4684,4.99E-13
4685,4.54E-13
4686,2.71E-13
4687,1.76E-12
4688,7.62E-13
4689,1.21E-12
4690,1.14E-12
4691,7.15E-13
4692,2.41E-12
4693,1.69E-12
4694,1.57E-12
4695,2.18E-12
4696,4.72E-04
4697,4.85E-04
4698,4.72E-04
4699,4.84E-04
4700,4.71E-04
4701,4.92E-04
4702,4.74E-04
4703,4.56E-04
4704,4.62E-04
4705,4.43E-04
4706,4.59E-04
4707,4.62E-04
4708,4.52E-04
4709,4.56E-04
4710,4.56E-04
4711,4.53E-04
4712,4.56E-04
4713,4.36E-04
4714,4.38E-04
4715,4.47E-04
4716,4.48E-04
4717,4.72E-04
4718,4.62E-04
4719,4.72E-04
4720,4.41E-04
4721,4.46E-04
4722,4.60E-04
4723,4.51E-04
4724,4.65E-04
4725,4.85E-04
4726,4.83E-04
4727,4.72E-04
4728,4.91E-04
4729,4.76E-04
4730,3.30E-05
4731,4.10E-05
4732,3.61E-05
4733,4.17E-05
4734,3.51E-05
4735,2.48E-05
4736,2.62E-05
4737,2.45E-05
4738,2.99E-05
4739,2.33E-05
4740,2.34E-05
4741,2.41E-05
4742,2.95E-05
4743,2.27E-05
4744,2.59E-05
4745,2.35E-05
4746,2.48E-05
4747,2.27E-05
4748,2.27E-05
4749,2.21E-05
4750,2.23E-05
4751,2.09E-05
4752,2.16E-05
4753,3.30E-05
4754,2.62E-05
4755,2.45E-05
4756,2.31E-05
4757,2.83E-05
4758,2.34E-05
4759,2.38E-05
4760,2.31E-05
4761,2.35E-05
4762,2.75E-05
4763,3.12E-05
4764,3.79E-05
4765,3.38E-05
4766,4.44E-05
4767,3.73E-05
4768,3.95E-05
4769,3.30E-05
4770,1.05E-05
4771,8.53E-06
4772,8.40E-06
4773,9.06E-06
4774,1.03E-05
4775,9.24E-06
4776,8.54E-06
4777,9.60E-06
4778,1.01E-05
4779,8.53E-06
4780,8.40E-06
4781,9.17E-06
4782,9.29E-06
4783,1.02E-05
4784,9.02E-06
4785,9.82E-06
4786,1.24E-05
4787,1.15E-05
4788,1.07E-05
4789,9.99E-06
4790,1.13E-05
4791,1.21E-05
4792,1.06E-05
4793,1.08E-05
4794,1.37E-05
4795,1.27E-05
4796,1.23E-05
4797,1.45E-05
4798,1.41E-05
4799,1.30E-05
4800,1.27E-05
4801,1.25E-05
4802,1.33E-05
4803,1.39E-05
4804,1.28E-05
4805,1.31E-05
4806,1.49E-05
4807,1.46E-05
4808,1.37E-05
4809,1.33E-05
4810,1.31E-05
4811,1.37E-05
4812,1.28E-05
4813,1.24E-05
4814,1.25E-05
4815,1.46E-05
4816,1.43E-05
4817,1.30E-05
4818,1.43E-05
4819,1.25E-05
4820,1.30E-05
4821,1.39E-05
4822,1.29E-05
4823,1.36E-05
4824,1.15E-05
4825,1.11E-05
4826,1.18E-05
4827,1.23E-05
4828,1.19E-05
4829,1.11E-05
4830,9.79E-06
4831,1.05E-05
4832,1.08E-05
4833,1.17E-05
4834,1.05E-05
4835,5.76E-06
4836,5.33E-06
4837,4.56E-06
4838,4.85E-06
4839,5.84E-06
4840,3.90E-06
4841,4.85E-06
4842,4.38E-06
4843,4.88E-06
4844,6.98E-06
4845,6.65E-06
4846,7.55E-06
4847,8.31E-06
4848,7.59E-06
4849,7.37E-06
4850,6.02E-06
4851,6.47E-06
4852,6.88E-06
4853,5.34E-06
4854,6.21E-06
4855,6.66E-06
4856,5.98E-06
4857,7.80E-06
4858,4.75E-06
4859,4.32E-06
4860,5.22E-06
4861,6.95E-06
4862,3.99E-06
4863,5.27E-06
4864,4.45E-06
4865,5.82E-06
4866,4.59E-06
4867,5.16E-06
4868,5.61E-06
4869,4.93E-06
4870,4.93E-06
4871,5.98E-06
4872,6.56E-06
4873,4.21E-06
4874,5.01E-06
4875,4.99E-06
4876,4.66E-06
4877,5.92E-06
4878,5.14E-06
4879,5.03E-06
4880,7.35E-06
4881,6.78E-06
4882,4.67E-06
4883,4.86E-06
4884,4.29E-06
4885,5.15E-06
4886,5.81E-06
4887,5.54E-06
4888,4.76E-06
4889,6.18E-06
4890,5.36E-06
4891,5.25E-06
4892,7.57E-06
4893,7.71E-06
4894,4.53E-06
4895,4.96E-06
4896,5.44E-06
4897,4.74E-06
4898,5.68E-06
4899,6.37E-06
4900,5.45E-06
4901,5.31E-06
4902,5.55E-06
4903,7.87E-06
4904,7.44E-06
4905,4.98E-06
4906,5.51E-06
4907,5.54E-06
4908,4.81E-06
4909,5.31E-06
4910,5.75E-06
4911,6.48E-06
4912,5.61E-06
4913,5.60E-06
4914,7.54E-06
4915,7.88E-06
4916,5.30E-06
4917,6.26E-06
4918,5.57E-06
4919,5.35E-06
4920,5.14E-06
4921,5.37E-06
4922,6.47E-06
4923,5.60E-06
4924,5.62E-06
4925,7.91E-06
4926,7.92E-06
4927,5.12E-06
4928,4.52E-06
4929,5.89E-06
4930,5.36E-06
4931,5.80E-06
4932,5.00E-06
4933,6.31E-06
4934,5.52E-06
4935,5.56E-06
4936,7.86E-06
4937,7.33E-06
4938,5.84E-06
4939,4.60E-06
4940,5.87E-06
4941,4.97E-06
4942,4.88E-06
4943,4.97E-06
4944,5.41E-06
4945,5.38E-06
4946,7.17E-06
4947,4.41E-06
4948,5.75E-06
4949,4.78E-06
4950,5.35E-06
4951,6.53E-04
4952,6.87E-04
4953,6.87E-04
4954,5.84E-04
4955,6.53E-04
4956,6.52E-04
4957,6.18E-04
4958,5.84E-04
4959,6.22E-04
4960,5.94E-04
4961,6.25E-04
4962,5.16E-04
4963,5.50E-04
4964,5.16E-04
4965,5.27E-04
4966,5.60E-04
4967,5.26E-04
4968,4.48E-04
4969,4.82E-04
4970,4.93E-04
4971,4.49E-04
4972,4.92E-04
4973,3.82E-04
4974,4.48E-04
4975,4.14E-04
4976,4.16E-04
4977,3.17E-04
4978,3.81E-04
4979,3.48E-04
4980,3.42E-04
4981,3.83E-04
4982,3.41E-04
4983,3.82E-04
4984,2.54E-04
4985,3.16E-04
4986,2.84E-04
4987,2.53E-04
4988,2.71E-04
4989,3.10E-04
4990,2.70E-04
4991,3.09E-04
4992,1.95E-04
4993,2.23E-04
4994,1.94E-04
4995,2.40E-04
4996,2.11E-04
4997,2.39E-04
4998,2.09E-04
4999,1.41E-04
5000,1.66E-04
5001,1.40E-04
5002,1.59E-04
5003,1.82E-04
5004,1.57E-04
5005,1.81E-04
5006,9.40E-05
5007,1.15E-04
5008,9.39E-05
5009,1.33E-04
5010,1.09E-04
5011,1.32E-04
5012,1.08E-04
5013,5.53E-05
5014,7.30E-05
5015,5.62E-05
5016,8.71E-05
5017,6.83E-05
5018,6.63E-05
5019,2.89E-05
5020,4.01E-05
5021,2.93E-05
5022,3.22E-05
5023,5.10E-05
5024,3.99E-05
5025,3.29E-05
5026,4.89E-05
5027,2.74E-05
5028,1.48E-05
5029,1.97E-05
5030,1.48E-05
5031,1.71E-05
5032,2.27E-05
5033,1.35E-05
5034,1.85E-05
5035,1.25E-05
5036,9.52E-06
5037,9.25E-06
5038,7.58E-06
5039,9.67E-06
5040,1.34E-05
5041,8.27E-06
5042,6.87E-04
5043,6.49E-04
5044,6.87E-04
5045,6.59E-04
5046,6.88E-04
5047,6.87E-04
5048,6.87E-04
5049,6.88E-04
5050,6.59E-04
5051,6.89E-04
5052,6.88E-04
5053,6.88E-04
5054,6.60E-04
5055,6.60E-04
5056,6.49E-04
5057,6.58E-04
5058,6.89E-04
5059,6.88E-04
5060,6.89E-04
5061,6.57E-04
5062,6.60E-04
5063,6.66E-04
5064,6.73E-04
5065,6.89E-04
5066,6.89E-04
5067,6.89E-04
5068,6.57E-04
5069,6.65E-04
5070,6.73E-04
5071,6.89E-04
5072,6.88E-04
5073,6.88E-04
5074,6.63E-04
5075,6.65E-04
5076,6.76E-04
5077,6.88E-04
5078,6.88E-04
5079,6.88E-04
5080,6.57E-04
5081,6.63E-04
5082,6.76E-04
5083,6.46E-04
5084,6.87E-04
5085,6.53E-04
