NodeNumber,Total Deformation (m)
121,2.3251e-004
122,2.686e-004
123,3.0601e-004
124,2.6388e-006
125,3.0644e-006
126,3.1879e-006
127,3.2299e-006
128,3.2071e-006
129,3.1327e-006
130,3.0178e-006
131,2.8774e-006
132,2.7288e-006
133,3.8463e-006
134,3.184e-006
135,0.
136,1.9136e-006
137,1.1125e-006
138,0.
139,0.
140,0.
141,0.
142,0.
143,0.
144,0.
145,0.
146,0.
147,0.
148,1.8782e-006
149,9.6448e-007
150,0.
151,0.
152,0.
153,0.
154,0.
155,0.
156,0.
157,0.
158,0.
159,0.
160,0.
161,0.
162,0.
163,0.
164,0.
165,0.
166,0.
167,0.
168,0.
169,0.
170,0.
171,0.
172,0.
173,0.
174,0.
175,0.
176,0.
177,0.
178,0.
179,0.
180,0.
181,0.
182,0.
183,0.
184,0.
185,0.
186,0.
187,0.
188,0.
189,0.
190,0.
191,0.
192,0.
193,0.
194,0.
195,0.
196,0.
197,0.
198,0.
199,0.
200,0.
201,0.
202,0.
203,0.
204,0.
205,0.
206,0.
207,0.
208,0.
209,0.
210,0.
211,0.
212,0.
213,0.
214,0.
215,0.
216,1.0843e-006
217,9.9247e-007
218,1.1263e-006
219,1.1643e-006
220,1.1954e-006
221,1.2267e-006
222,1.2535e-006
223,1.2794e-006
224,1.3025e-006
225,1.3237e-006
226,1.3397e-006
227,1.3558e-006
228,1.3717e-006
229,1.3828e-006
230,1.39e-006
231,1.3997e-006
232,1.4069e-006
233,1.4119e-006
234,1.4163e-006
235,1.4199e-006
236,1.4207e-006
237,1.4206e-006
238,1.4226e-006
239,1.4183e-006
240,1.4167e-006
241,1.4133e-006
242,1.4089e-006
243,1.4054e-006
244,1.399e-006
245,1.393e-006
246,1.3866e-006
247,1.3783e-006
248,1.3696e-006
249,1.3616e-006
250,1.3517e-006
251,1.3439e-006
252,1.3313e-006
253,1.3204e-006
254,1.3095e-006
255,1.2963e-006
256,1.2837e-006
257,1.27e-006
258,1.2556e-006
259,1.2412e-006
260,1.2254e-006
261,1.2117e-006
262,1.1955e-006
263,1.1781e-006
264,1.1612e-006
265,1.1463e-006
266,1.127e-006
267,1.1082e-006
268,1.0892e-006
269,1.0675e-006
270,1.0414e-006
271,6.7734e-007
272,8.7207e-007
273,7.5764e-007
274,6.1191e-007
275,6.671e-007
276,6.6379e-007
277,6.6169e-007
278,6.6174e-007
279,6.6119e-007
280,6.6225e-007
281,6.631e-007
282,6.6615e-007
283,6.6777e-007
284,6.7237e-007
285,6.7362e-007
286,6.7649e-007
287,6.8114e-007
288,6.8321e-007
289,6.8754e-007
290,6.9048e-007
291,6.9291e-007
292,6.9761e-007
293,7.0068e-007
294,7.0254e-007
295,7.0859e-007
296,7.0804e-007
297,7.1065e-007
298,7.1312e-007
299,7.1642e-007
300,7.1925e-007
301,7.207e-007
302,7.2123e-007
303,7.2246e-007
304,7.2436e-007
305,7.2474e-007
306,7.2591e-007
307,7.2621e-007
308,7.26e-007
309,7.2441e-007
310,7.2289e-007
311,7.2131e-007
312,7.1729e-007
313,7.1593e-007
314,7.0973e-007
315,7.0556e-007
316,7.0132e-007
317,6.9337e-007
318,6.8429e-007
319,6.7489e-007
320,6.6634e-007
321,6.5461e-007
322,6.4005e-007
323,6.2931e-007
324,6.1591e-007
325,6.0405e-007
326,5.9482e-007
327,5.9242e-007
328,7.1619e-007
329,8.6721e-007
330,3.4344e-004
331,1.0883e-006
332,3.092e-004
333,2.75e-004
334,2.4098e-004
335,2.0735e-004
336,1.7439e-004
337,1.4244e-004
338,1.1196e-004
339,8.3569e-005
340,5.802e-005
341,3.755e-005
342,2.1503e-005
343,1.1127e-005
344,6.1774e-006
345,3.1831e-006
346,2.1253e-006
347,1.5573e-006
348,1.0393e-006
349,1.1127e-006
350,1.4677e-006
351,3.4339e-004
352,3.4377e-004
353,3.441e-004
354,3.4433e-004
355,3.4442e-004
356,3.4434e-004
357,3.4412e-004
358,3.438e-004
359,1.3784e-006
360,1.8249e-006
361,2.4838e-006
362,3.9375e-006
363,7.1945e-006
364,1.4759e-005
365,2.9234e-005
366,4.9405e-005
367,7.3675e-005
368,1.0111e-004
369,1.3089e-004
370,1.6235e-004
371,1.95e-004
372,2.2842e-004
373,2.6232e-004
374,3.0123e-004
375,1.0328e-006
376,1.0899e-006
377,1.4576e-006
378,2.4265e-004
379,2.3107e-004
380,2.2686e-004
381,2.3107e-004
382,2.4264e-004
383,1.927e-005
384,1.3206e-005
385,1.0958e-005
386,1.3187e-005
387,1.9263e-005
388,9.9315e-007
389,1.0428e-006
390,1.0689e-006
391,1.0904e-006
392,1.1101e-006
393,1.1284e-006
394,1.1481e-006
395,1.1651e-006
396,1.1817e-006
397,1.1984e-006
398,1.2137e-006
399,1.2301e-006
400,1.2447e-006
401,1.2599e-006
402,1.2735e-006
403,1.287e-006
404,1.3001e-006
405,1.3122e-006
406,1.3245e-006
407,1.3368e-006
408,1.3451e-006
409,1.3551e-006
410,1.3659e-006
411,1.374e-006
412,1.3833e-006
413,1.3906e-006
414,1.3971e-006
415,1.4036e-006
416,1.4093e-006
417,1.416e-006
418,1.4182e-006
419,1.4208e-006
420,1.4246e-006
421,1.4268e-006
422,1.4263e-006
423,1.4262e-006
424,1.4246e-006
425,1.4211e-006
426,1.4186e-006
427,1.4119e-006
428,1.4054e-006
429,1.3989e-006
430,1.387e-006
431,1.3738e-006
432,1.3616e-006
433,1.3468e-006
434,1.3289e-006
435,1.3082e-006
436,1.2854e-006
437,1.2584e-006
438,1.2327e-006
439,1.2017e-006
440,1.1695e-006
441,1.1329e-006
442,1.1542e-006
443,1.5142e-006
444,1.9811e-006
445,3.0131e-006
446,4.001e-006
447,4.5241e-006
448,4.0738e-006
449,3.0251e-006
450,1.9319e-006
451,1.2438e-006
452,6.1493e-007
453,5.3478e-007
454,3.4597e-007
455,2.5202e-008
456,8.7304e-007
457,7.1889e-007
458,5.3293e-007
459,3.7071e-007
460,5.015e-008
461,9.5607e-007
462,1.8644e-006
463,1.9105e-006
464,1.1109e-006
465,6.7742e-007
466,5.9578e-007
467,5.9838e-007
468,6.0891e-007
469,6.2013e-007
470,6.3594e-007
471,6.4626e-007
472,6.6016e-007
473,6.6848e-007
474,6.8083e-007
475,6.8991e-007
476,6.999e-007
477,7.0402e-007
478,7.1045e-007
479,7.1515e-007
480,7.2047e-007
481,7.2292e-007
482,7.2531e-007
483,7.305e-007
484,7.3055e-007
485,7.3037e-007
486,7.3023e-007
487,7.3237e-007
488,7.2957e-007
489,7.3011e-007
490,7.2813e-007
491,7.2702e-007
492,7.2484e-007
493,7.2215e-007
494,7.199e-007
495,7.1702e-007
496,7.1468e-007
497,7.1335e-007
498,7.1011e-007
499,7.063e-007
500,7.0439e-007
501,6.9966e-007
502,6.9713e-007
503,6.9513e-007
504,6.9119e-007
505,6.862e-007
506,6.8383e-007
507,6.8025e-007
508,6.7662e-007
509,6.7466e-007
510,6.7051e-007
511,6.6836e-007
512,6.6525e-007
513,6.6456e-007
514,6.6366e-007
515,6.6208e-007
516,6.6287e-007
517,6.6492e-007
518,6.6822e-007
519,7.5786e-007
520,8.7196e-007
521,2.6518e-014
522,5.2395e-014
523,2.4024e-013
524,1.0791e-012
525,4.8278e-012
526,2.1186e-011
527,9.8118e-011
528,3.8192e-010
529,1.6902e-009
530,7.6345e-009
531,2.6626e-008
532,9.3677e-008
533,1.8839e-007
534,3.0742e-007
535,4.1563e-007
536,4.9437e-007
537,5.4987e-007
538,2.6065e-014
539,5.3403e-007
540,4.6095e-007
541,3.4743e-007
542,2.4491e-007
543,1.3141e-007
544,5.1325e-008
545,1.2676e-008
546,3.221e-009
547,7.5702e-010
548,1.5896e-010
549,3.6796e-011
550,8.5258e-012
551,1.9759e-012
552,4.1523e-013
553,7.0307e-014
554,1.5003e-007
555,5.9427e-008
556,1.9254e-008
557,5.6521e-009
558,1.3164e-009
559,1.1968e-012
560,5.9226e-013
561,2.0191e-013
562,6.4695e-014
563,2.0799e-014
564,6.2413e-007
565,5.8096e-007
566,5.3228e-007
567,5.0371e-007
568,4.8805e-007
569,4.7585e-007
570,4.7877e-007
571,4.7898e-007
572,4.8994e-007
573,5.3092e-007
574,5.9773e-007
575,2.4382e-014
576,2.7022e-014
577,2.0524e-014
578,1.017e-014
579,2.057e-014
580,2.739e-014
581,2.7053e-014
582,3.6983e-006
583,2.8224e-006
584,2.1085e-006
585,1.5467e-006
586,1.113e-006
587,7.685e-007
588,4.957e-007
589,3.0513e-007
590,1.9227e-007
591,1.28e-007
592,7.0788e-008
593,7.0665e-008
594,1.2873e-007
595,1.9193e-007
596,3.0393e-007
597,4.9709e-007
598,7.6973e-007
599,1.1134e-006
600,1.5478e-006
601,2.1096e-006
602,2.8239e-006
603,3.6988e-006
604,8.3822e-007
605,7.939e-007
606,8.0771e-007
607,9.888e-007
608,1.2065e-006
609,9.949e-007
610,7.7977e-007
611,1.4468e-006
612,1.02e-006
613,7.6182e-007
614,9.8088e-007
615,1.3324e-006
616,1.0273e-006
617,1.6971e-006
618,2.1439e-006
619,1.0894e-006
620,2.8908e-006
621,1.5735e-006
622,1.0682e-006
623,1.6818e-006
624,2.2119e-006
625,3.4506e-006
626,2.7513e-006
627,1.636e-006
628,3.2245e-006
629,2.2325e-006
630,2.1385e-006
631,2.5871e-006
632,1.6231e-006
633,1.0962e-006
634,1.0924e-006
635,1.0226e-006
636,1.5468e-006
637,1.0648e-007
638,4.4179e-006
639,5.0962e-006
640,1.1553e-007
641,2.1797e-007
642,1.9769e-007
643,4.1302e-006
644,3.3172e-006
645,4.8874e-006
646,5.71e-006
647,2.0144e-007
648,5.7865e-006
649,4.7665e-006
650,3.953e-006
651,1.0516e-007
652,3.3036e-006
653,7.9215e-008
654,7.9427e-008
655,1.4782e-007
656,1.1836e-007
657,1.538e-007
658,2.3259e-007
659,6.1037e-006
660,5.4169e-006
661,5.7607e-006
662,4.9355e-006
663,2.3497e-007
664,3.0045e-007
665,3.1901e-007
666,3.168e-007
667,3.8093e-006
668,3.1119e-006
669,1.2834e-007
670,2.6477e-007
671,1.7264e-007
672,2.7446e-007
673,3.4126e-007
674,3.9121e-007
675,4.1955e-007
676,4.2925e-007
677,4.4353e-007
678,5.1236e-007
679,5.5971e-007
680,3.8395e-007
681,6.5286e-007
682,7.5622e-007
683,5.3559e-007
684,3.7723e-007
685,4.7235e-007
686,6.3914e-007
687,8.1608e-007
688,9.8807e-007
689,8.4211e-007
690,1.128e-006
691,5.7421e-007
692,6.28e-007
693,9.3188e-007
694,1.2404e-006
695,1.0556e-006
696,1.3358e-006
697,1.417e-006
698,1.5746e-006
699,1.8021e-006
700,1.9618e-006
701,1.2217e-006
702,1.4621e-006
703,1.7203e-006
704,9.8724e-007
705,7.4262e-007
706,5.4656e-007
707,3.3239e-007
708,5.4912e-007
709,8.6568e-007
710,1.184e-006
711,7.1082e-007
712,1.0459e-006
713,1.3911e-006
714,2.2485e-006
715,1.6984e-006
716,2.0247e-006
717,2.4206e-006
718,2.8267e-006
719,2.433e-006
720,3.2261e-006
721,2.706e-006
722,2.2828e-006
723,2.3243e-006
724,1.9512e-006
725,2.7863e-006
726,2.4905e-006
727,1.9233e-006
728,1.4866e-006
729,4.3075e-006
730,8.6257e-007
731,9.5803e-007
732,8.3242e-007
733,9.4535e-007
734,7.2516e-007
735,8.6256e-007
736,1.0316e-006
737,1.0167e-006
738,7.0003e-007
739,8.5682e-007
740,1.1371e-006
741,1.1255e-006
742,1.1386e-006
743,9.427e-007
744,8.9875e-007
745,8.9879e-007
746,1.1263e-006
747,8.8953e-007
748,1.1262e-006
749,8.8784e-007
750,1.1149e-006
751,8.7956e-007
752,1.0779e-006
753,8.6908e-007
754,1.0395e-006
755,8.6627e-007
756,1.0714e-006
757,8.7889e-007
758,1.1218e-006
759,1.2187e-006
760,1.2165e-006
761,8.8409e-007
762,1.1164e-006
763,8.7403e-007
764,1.0907e-006
765,8.6322e-007
766,1.0728e-006
767,8.4763e-007
768,1.0044e-006
769,8.3108e-007
770,1.0448e-006
771,8.3892e-007
772,1.0429e-006
773,1.1491e-006
774,1.1387e-006
775,1.135e-006
776,9.454e-007
777,9.0587e-007
778,8.9712e-007
779,8.8621e-007
780,1.1227e-006
781,8.8044e-007
782,1.0929e-006
783,8.4581e-007
784,9.2449e-007
785,1.1351e-006
786,1.1367e-006
787,1.1232e-006
788,9.001e-007
789,8.9014e-007
790,8.7984e-007
791,1.1076e-006
792,8.6969e-007
793,1.0857e-006
794,8.4818e-007
795,9.6749e-007
796,1.1031e-006
797,1.1089e-006
798,1.0747e-006
799,9.0944e-007
800,8.5985e-007
801,8.5857e-007
802,1.1242e-006
803,8.3262e-007
804,1.0503e-006
805,8.184e-007
806,1.0214e-006
807,7.9447e-007
808,9.1525e-007
809,1.0164e-006
810,1.0492e-006
811,9.752e-007
812,7.8311e-007
813,8.176e-007
814,7.441e-007
815,1.0115e-006
816,1.0182e-006
817,9.9114e-007
818,8.5664e-007
819,8.1848e-007
820,8.2347e-007
821,1.0153e-006
822,8.111e-007
823,1.0133e-006
824,8.127e-007
825,9.946e-007
826,7.8604e-007
827,8.2253e-007
828,7.9788e-007
829,9.7222e-007
830,7.8784e-007
831,9.4085e-007
832,7.6888e-007
833,8.4616e-007
834,8.3608e-007
835,1.0507e-006
836,7.7467e-007
837,7.7639e-007
838,9.4004e-007
839,9.3155e-007
840,9.3172e-007
841,7.7307e-007
842,9.2295e-007
843,7.6833e-007
844,9.1499e-007
845,7.9468e-007
846,9.0384e-007
847,7.5917e-007
848,7.6436e-007
849,8.261e-007
850,8.292e-007
851,9.7081e-007
852,9.754e-007
853,6.9912e-007
854,8.3328e-007
855,1.1397e-006
856,1.1306e-006
857,1.1278e-006
858,9.3777e-007
859,8.9691e-007
860,8.8778e-007
861,1.1119e-006
862,8.6235e-007
863,1.0831e-006
864,8.5989e-007
865,1.0776e-006
866,8.3643e-007
867,9.5467e-007
868,8.8023e-007
869,1.1195e-006
870,8.7707e-007
871,1.0899e-006
872,8.4484e-007
873,9.2707e-007
874,1.1335e-006
875,8.9936e-007
876,1.1317e-006
877,8.8741e-007
878,1.1245e-006
879,8.8062e-007
880,1.1058e-006
881,8.6114e-007
882,1.0511e-006
883,8.372e-007
884,9.6659e-007
885,1.1949e-006
886,1.1619e-006
887,9.0926e-007
888,1.1444e-006
889,8.9088e-007
890,1.1199e-006
891,8.7775e-007
892,1.0978e-006
893,8.5361e-007
894,1.0405e-006
895,8.431e-007
896,9.5188e-007
897,1.1742e-006
898,1.1412e-006
899,8.9733e-007
900,1.1242e-006
901,8.7279e-007
902,1.0781e-006
903,8.5085e-007
904,1.0051e-006
905,8.2947e-007
906,9.8743e-007
907,9.7236e-007
908,9.7006e-007
909,9.9282e-007
910,7.3672e-007
911,8.0473e-007
912,7.8086e-007
913,9.9675e-007
914,7.8113e-007
915,1.0103e-006
916,7.9772e-007
917,1.0062e-006
918,7.9956e-007
919,9.2051e-007
920,1.067e-006
921,8.3239e-007
922,1.0583e-006
923,8.2173e-007
924,9.4782e-007
925,1.1217e-006
926,8.2451e-007
927,1.1506e-006
928,8.2138e-007
929,9.7744e-007
930,1.0639e-006
931,1.0605e-006
932,8.795e-007
933,8.1366e-007
934,8.4272e-007
935,1.0411e-006
936,8.2056e-007
937,1.0237e-006
938,8.182e-007
939,1.0057e-006
940,8.0856e-007
941,9.1327e-007
942,1.0379e-006
943,1.0163e-006
944,8.3351e-007
945,9.9901e-007
946,8.1712e-007
947,8.0541e-007
948,9.8465e-007
949,7.9656e-007
950,9.704e-007
951,7.8797e-007
952,9.5153e-007
953,7.6728e-007
954,9.0172e-007
955,7.4792e-007
956,8.3687e-007
957,1.0049e-006
958,9.7312e-007
959,9.4395e-007
960,7.943e-007
961,7.789e-007
962,9.2165e-007
963,7.6586e-007
964,8.5057e-007
965,9.3913e-007
966,9.037e-007
967,7.829e-007
968,7.5966e-007
969,1.1228e-005
970,1.1207e-005
971,2.1527e-005
972,1.6626e-005
973,7.3344e-008
974,8.2788e-007
975,8.4027e-007
976,8.1515e-007
977,1.5386e-006
978,1.5351e-006
979,1.5547e-006
980,1.5587e-006
981,8.2095e-007
982,2.4124e-006
983,2.1952e-006
984,2.3794e-006
985,8.5085e-007
986,1.5655e-006
987,2.3213e-006
988,1.6322e-006
989,8.4683e-007
990,1.5646e-006
991,8.7043e-007
992,9.3896e-007
993,1.5671e-006
994,1.6646e-006
995,2.3351e-006
996,2.1987e-006
997,2.2454e-006
998,2.1962e-006
999,2.2991e-006
1000,2.3335e-006
1001,8.3857e-007
1002,8.4383e-007
1003,8.3672e-007
1004,1.5538e-006
1005,1.536e-006
1006,1.5855e-006
1007,1.5525e-006
1008,8.717e-007
1009,2.3357e-006
1010,2.1852e-006
1011,2.2563e-006
1012,8.3211e-007
1013,9.4555e-007
1014,1.5688e-006
1015,2.1847e-006
1016,1.6665e-006
1017,2.2174e-006
1018,7.9201e-007
1019,8.2129e-007
1020,6.8866e-007
1021,1.5017e-006
1022,1.565e-006
1023,1.5757e-006
1024,2.3354e-006
1025,2.3198e-006
1026,2.374e-006
1027,2.3958e-006
1028,2.4008e-006
1029,7.3088e-008
1030,0.
1031,0.
1032,0.
1033,0.
1034,0.
1035,0.
1036,0.
1037,0.
1038,0.
1039,0.
1040,0.
1041,0.
1042,0.
1043,0.
1044,0.
1045,0.
1046,0.
1047,0.
1048,0.
1049,0.
1050,0.
1051,0.
1052,0.
1053,0.
1054,0.
1055,0.
1056,0.
1057,0.
1058,0.
1059,0.
1060,0.
1061,0.
1062,0.
1063,0.
1064,0.
1065,0.
1066,0.
1067,0.
1068,0.
1069,0.
1070,0.
1071,0.
1072,0.
1073,0.
1074,0.
1075,0.
1076,0.
1077,0.
1078,0.
1079,0.
1080,0.
1081,0.
1082,0.
1083,0.
1084,0.
1085,0.
1086,0.
1087,0.
1088,0.
1089,0.
1090,0.
1091,0.
1092,0.
1093,0.
1094,0.
1095,0.
1096,0.
1097,0.
1098,0.
1099,0.
1100,0.
1101,0.
1102,0.
1103,0.
1104,0.
1105,0.
1106,0.
1107,0.
1108,0.
1109,0.
1110,0.
1111,0.
1112,0.
1113,0.
1114,0.
1115,0.
1116,0.
1117,0.
1118,0.
1119,0.
1120,0.
1121,0.
1122,0.
1123,0.
1124,0.
1125,0.
1126,0.
1127,0.
1128,0.
1129,0.
1130,0.
1131,0.
1132,0.
1133,0.
1134,0.
1135,0.
1136,0.
1137,0.
1138,0.
1139,0.
1140,0.
1141,0.
1142,0.
1143,0.
1144,0.
1145,0.
1146,0.
1147,0.
1148,0.
1149,0.
1150,0.
1151,0.
1152,0.
1153,0.
1154,0.
1155,0.
1156,0.
1157,0.
1158,0.
1159,0.
1160,0.
1161,0.
1162,0.
1163,0.
1164,0.
1165,0.
1166,0.
1167,0.
1168,0.
1169,0.
1170,0.
1171,0.
1172,0.
1173,0.
1174,0.
1175,0.
1176,0.
1177,0.
1178,0.
1179,0.
1180,0.
1181,0.
1182,0.
1183,0.
1184,0.
1185,1.2677e-004
1186,1.0017e-005
1187,8.9389e-006
1188,1.9517e-004
1189,1.9364e-004
1190,6.4871e-005
1191,6.352e-005
1192,7.8138e-006
1193,6.9378e-006
1194,1.8509e-004
1195,2.8727e-004
1196,2.7576e-004
1197,2.4839e-005
1198,2.9093e-005
1199,1.2675e-004
1200,7.9858e-006
1201,1.2256e-004
1202,9.4764e-006
1203,9.4634e-006
1204,9.6099e-006
1205,2.9934e-004
1206,2.4047e-004
1207,2.3276e-004
1208,1.4257e-004
1209,5.4615e-006
1210,5.2265e-006
1211,7.797e-005
1212,2.1589e-004
1213,1.5896e-004
1214,5.0082e-006
1215,6.8239e-006
1216,1.631e-004
1217,2.8476e-005
1218,2.1417e-004
1219,6.7421e-006
1220,4.7919e-006
1221,2.8881e-004
1222,1.2793e-004
1223,1.7511e-005
1224,1.1294e-004
1225,5.4318e-005
1226,3.128e-004
1227,9.5777e-005
1228,1.4213e-005
1229,7.2023e-006
1230,2.7233e-005
1231,5.3939e-006
1232,5.3311e-006
1233,2.5153e-004
1234,2.094e-004
1235,1.9149e-004
1236,9.8006e-006
1237,6.1558e-005
1238,1.7705e-005
1239,3.2912e-006
1240,3.3056e-006
1241,1.3486e-005
1242,7.9316e-006
1243,8.6795e-006
1244,4.6273e-005
1245,5.2764e-006
1246,9.3723e-005
1247,1.2644e-005
1248,3.0203e-004
1249,8.9468e-005
1250,2.6452e-004
1251,4.9829e-006
1252,9.496e-006
1253,9.5682e-006
1254,3.1277e-004
1255,2.1142e-004
1256,1.8639e-004
1257,3.1531e-004
1258,2.5172e-004
1259,4.3689e-005
1260,4.1304e-005
1261,1.6736e-004
1262,8.5539e-005
1263,9.9401e-005
1264,1.5596e-004
1265,4.0357e-006
1266,3.7481e-006
1267,7.5992e-006
1268,5.5026e-006
1269,2.1478e-004
1270,2.4809e-004
1271,6.0474e-005
1272,1.827e-004
1273,7.9519e-006
1274,1.0297e-005
1275,3.188e-004
1276,1.5791e-004
1277,5.5244e-006
1278,4.5427e-006
1279,4.4893e-006
1280,7.4804e-005
1281,2.9112e-004
1282,9.9503e-005
1283,4.8658e-006
1284,3.1531e-004
1285,3.5384e-005
1286,2.1527e-004
1287,5.0669e-005
1288,9.342e-006
1289,4.448e-006
1290,4.874e-006
1291,3.1485e-005
1292,2.0848e-004
1293,3.9402e-005
1294,6.0101e-005
1295,2.4298e-005
1296,4.2739e-006
1297,2.9562e-004
1298,4.0991e-006
1299,5.4272e-006
1300,2.6196e-004
1301,4.8012e-005
1302,7.7697e-005
1303,7.0883e-006
1304,1.0514e-005
1305,1.5797e-005
1306,2.8117e-004
1307,3.046e-004
1308,2.849e-004
1309,6.8597e-006
1310,7.9054e-005
1311,2.1679e-005
1312,1.1847e-005
1313,1.733e-005
1314,3.8136e-006
1315,3.2034e-004
1316,9.8504e-005
1317,7.5868e-006
1318,2.291e-004
1319,6.2802e-006
1320,3.7452e-006
1321,4.1726e-006
1322,1.1278e-005
1323,2.5526e-004
1324,1.535e-005
1325,4.7412e-005
1326,2.4086e-004
1327,4.21e-006
1328,2.2777e-004
1329,7.4251e-005
1330,2.6538e-004
1331,6.0408e-005
1332,7.6532e-006
1333,6.4032e-006
1334,1.6764e-004
1335,1.9736e-005
1336,1.307e-004
1337,1.5534e-004
1338,1.7425e-005
1339,4.1331e-006
1340,5.3711e-006
1341,2.7705e-004
1342,6.4243e-005
1343,4.1503e-005
1344,2.2665e-004
1345,1.0337e-007
1346,9.0567e-008
1347,4.8776e-011
1348,2.5081e-007
1349,2.7519e-007
1350,2.8476e-007
1351,3.9464e-007
1352,4.2761e-007
1353,3.6591e-007
1354,4.215e-007
1355,4.8102e-007
1356,2.0174e-012
1357,9.735e-010
1358,1.0278e-012
1359,3.908e-007
1360,1.3699e-009
1361,4.4901e-007
1362,2.8828e-007
1363,1.9535e-007
1364,1.9986e-007
1365,4.428e-012
1366,4.0305e-007
1367,3.8604e-007
1368,7.8701e-014
1369,2.7515e-010
1370,1.828e-008
1371,1.7452e-013
1372,1.5632e-008
1373,9.0581e-011
1374,2.3141e-011
1375,1.5022e-007
1376,4.2505e-007
1377,4.6061e-007
1378,4.9587e-007
1379,4.5534e-007
1380,4.4244e-007
1381,5.0185e-007
1382,1.0878e-007
1383,2.2573e-007
1384,5.7078e-007
1385,6.055e-007
1386,5.3076e-012
1387,3.8895e-007
1388,5.9999e-007
1389,1.7772e-007
1390,2.8412e-010
1391,2.4487e-007
1392,4.9418e-007
1393,4.4704e-007
1394,4.7224e-007
1395,5.6488e-007
1396,5.5313e-007
1397,2.6671e-007
1398,5.0076e-007
1399,6.0051e-007
1400,4.3993e-008
1401,5.9259e-013
1402,5.6208e-007
1403,6.1569e-007
1404,5.6017e-007
1405,5.6709e-007
1406,1.4964e-011
1407,1.5036e-012
1408,1.6557e-007
1409,5.194e-007
1410,5.377e-007
1411,5.9719e-007
1412,6.3757e-011
1413,1.6767e-008
1414,5.0093e-007
1415,3.1356e-007
1416,5.0402e-007
1417,2.3047e-009
1418,5.2666e-007
1419,4.0188e-008
1420,5.7644e-007
1421,3.2945e-014
1422,3.0811e-014
1423,4.1562e-007
1424,2.2457e-007
1425,4.2766e-007
1426,4.4977e-007
1427,4.4711e-007
1428,3.5531e-014
1429,2.5027e-009
1430,4.0219e-008
1431,1.8883e-012
1432,6.1592e-007
1433,5.064e-007
1434,5.1967e-007
1435,8.9868e-008
1436,6.7802e-012
1437,6.3665e-011
1438,4.9509e-007
1439,2.8481e-007
1440,1.1813e-007
1441,2.2834e-010
1442,6.3033e-007
1443,5.8147e-007
1444,5.4968e-007
1445,4.9172e-009
1446,5.6008e-007
1447,4.2191e-007
1448,6.2749e-007
1449,5.7499e-007
1450,2.8886e-010
1451,5.9419e-007
1452,5.1152e-007
1453,4.516e-010
1454,5.6194e-007
1455,7.4338e-008
1456,7.9002e-010
1457,9.4399e-014
1458,4.5774e-013
1459,2.4837e-007
1460,4.3846e-007
1461,2.6672e-007
1462,5.1576e-007
1463,4.9567e-007
1464,6.0107e-007
1465,5.7397e-007
1466,1.189e-007
1467,5.5537e-007
1468,2.6595e-007
1469,5.8886e-008
1470,6.0943e-007
1471,8.2225e-013
1472,2.1113e-011
1473,5.2309e-009
1474,6.3705e-010
1475,1.4605e-007
1476,3.6301e-007
1477,5.1125e-007
1478,1.8036e-013
1479,1.61e-007
1480,5.6659e-007
1481,6.6043e-007
1482,1.3915e-011
1483,5.6475e-007
