NodeNumber,Equivalent Stress (Pa)
1094,6.01E+06
1095,3.34E+07
1096,54.446
1097,8.95E+06
1098,1.45E+07
1099,1.51E+07
1100,8.63E+06
1101,5.64E+05
1102,10502
1103,3.64E+07
1104,224.33
1105,1.37E+07
1106,1.54E+07
1107,3.23E+07
1108,10790
1109,39261
1110,505.18
1111,1.06E+07
1112,33767
1113,2562.6
1114,337.77
1115,97.227
1116,0.76656
1117,247.31
1118,3.10E+07
1119,212.38
1120,8278.5
1121,1.10E+06
1122,4.32E+06
1123,2.82E+06
1124,1.36E+07
1125,21.312
1126,84381
1127,74697
1128,2.80E+05
1129,3.63
1130,3.9321
1131,1.11E+06
1132,1.4182
1133,3072
1134,3.35E+07
1135,8979.6
1136,2.46E+07
1137,2.06E+07
1138,1.05E+06
1139,2.0203
1140,1.84E+07
1141,2.02E+07
1142,7.20E+05
1143,3.4815
1144,3.8236
1145,1.42E+07
1146,15.353
1147,4.75E+05
1148,27750
1149,642.35
1150,13.41
1151,4.07E+06
1152,1.29E+07
1153,26.418
1154,121.33
1155,1230
1156,4.94E+06
1157,989.22
1158,1.29E+07
1159,29.65
1160,2.99E+07
1161,1.75E+07
1162,3743
1163,0.68355
1164,3.14E+06
1165,1.19E+07
1166,86842
1167,55.676
1168,98667
1169,482.11
1170,7.55E+06
1171,2.54E+07
1172,2.11E+05
1173,32.238
1174,1.17E+07
1175,7.70E+06
1176,4.1396
1177,4.355
1178,96.735
1179,3.63E+05
1180,2.34E+07
1181,67206
1182,54287
1183,2.01E+07
1184,15.826
1185,2.48E+07
1186,8.90E+07
1187,8.92E+07
1188,1.34E+07
1189,1.27E+07
1190,5.19E+07
1191,5.29E+07
1192,8.74E+07
1193,8.78E+07
1194,1.35E+07
1195,3.19E+06
1196,4.40E+06
1197,9.00E+07
1198,9.02E+07
1199,2.59E+07
1200,8.20E+07
1201,2.56E+07
1202,8.44E+07
1203,6.83E+07
1204,6.91E+07
1205,3.12E+06
1206,9.52E+06
1207,8.77E+06
1208,2.25E+07
1209,9.37E+07
1210,9.53E+07
1211,3.39E+07
1212,1.10E+07
1213,1.85E+07
1214,8.58E+07
1215,8.23E+07
1216,1.77E+07
1217,9.55E+07
1218,1.07E+07
1219,8.24E+07
1220,8.46E+07
1221,3.25E+06
1222,2.57E+07
1223,9.72E+07
1224,3.17E+07
1225,6.26E+07
1226,3.20E+06
1227,3.44E+07
1228,9.65E+07
1229,8.52E+07
1230,8.31E+07
1231,7.95E+07
1232,8.46E+07
1233,7.01E+06
1234,7.47E+06
1235,1.25E+07
1236,8.53E+07
1237,2.58E+07
1238,1.00E+08
1239,8.60E+07
1240,8.49E+07
1241,8.66E+07
1242,7.65E+07
1243,7.52E+07
1244,6.91E+07
1245,8.17E+07
1246,3.27E+07
1247,8.60E+07
1248,3.22E+06
1249,3.62E+07
1250,5.71E+06
1251,8.14E+07
1252,7.26E+07
1253,7.37E+07
1254,1.69E+06
1255,9.12E+06
1256,1.37E+07
1257,2.52E+06
1258,6.27E+06
1259,7.13E+07
1260,7.45E+07
1261,1.68E+07
1262,4.35E+07
1263,3.03E+07
1264,1.92E+07
1265,8.76E+07
1266,8.47E+07
1267,7.26E+07
1268,8.02E+07
1269,9.96E+06
1270,6.10E+06
1271,3.40E+07
1272,1.42E+07
1273,7.34E+07
1274,8.35E+07
1275,2.38E+06
1276,1.83E+07
1277,9.82E+07
1278,1.05E+08
1279,1.06E+08
1280,4.65E+07
1281,3.36E+06
1282,2.95E+07
1283,8.02E+07
1284,1.37E+06
1285,8.95E+07
1286,1.03E+07
1287,6.52E+07
1288,7.65E+07
1289,7.87E+07
1290,7.84E+07
1291,8.05E+07
1292,1.04E+07
1293,7.99E+07
1294,5.68E+07
1295,1.06E+08
1296,9.47E+07
1297,3.14E+06
1298,9.55E+07
1299,1.01E+08
1300,5.24E+06
1301,6.42E+07
1302,3.33E+07
1303,8.22E+07
1304,8.36E+07
1305,8.63E+07
1306,3.06E+06
1307,2.39E+06
1308,2.99E+06
1309,8.52E+07
1310,3.04E+07
1311,1.12E+08
1312,9.21E+07
1313,1.08E+08
1314,9.93E+07
1315,2.98E+06
1316,3.55E+07
1317,7.96E+07
1318,1.08E+07
1319,9.22E+07
1320,9.90E+07
1321,7.87E+07
1322,8.99E+07
1323,7.09E+06
1324,1.01E+08
1325,6.43E+07
1326,9.19E+06
1327,8.28E+07
1328,1.05E+07
1329,4.25E+07
1330,5.54E+06
1331,4.49E+07
1332,7.14E+07
1333,8.88E+07
1334,1.71E+07
1335,8.62E+07
1336,2.62E+07
1337,2.04E+07
1338,8.97E+07
1339,7.74E+07
1340,9.07E+07
1341,4.37E+06
1342,4.50E+07
1343,7.12E+07
1344,9.04E+06
1345,7.64E+06
1346,6.62E+06
1347,3844
1348,2.46E+07
1349,2.80E+07
1350,3.15E+07
1351,4.27E+07
1352,4.64E+07
1353,4.28E+07
1354,4.01E+07
1355,4.52E+07
1356,158.83
1357,73576
1358,71.681
1359,4.28E+07
1360,1.30E+05
1361,5.22E+07
1362,2.99E+07
1363,1.75E+07
1364,1.78E+07
1365,374.51
1366,4.37E+07
1367,4.11E+07
1368,5.1009
1369,25188
1370,1.65E+06
1371,14.274
1372,1.19E+06
1373,8137.8
1374,1713.6
1375,1.33E+07
1376,4.46E+07
1377,4.82E+07
1378,5.40E+07
1379,5.12E+07
1380,4.78E+07
1381,5.60E+07
1382,9.52E+06
1383,1.86E+07
1384,7.38E+07
1385,7.43E+07
1386,366.85
1387,3.94E+07
1388,7.27E+07
1389,1.33E+07
1390,23369
1391,2.64E+07
1392,6.16E+07
1393,4.89E+07
1394,4.93E+07
1395,6.34E+07
1396,5.70E+07
1397,2.39E+07
1398,5.36E+07
1399,7.19E+07
1400,3.48E+06
1401,39.662
1402,6.34E+07
1403,7.09E+07
1404,6.34E+07
1405,6.25E+07
1406,1140.2
1407,125.94
1408,1.51E+07
1409,5.94E+07
1410,6.02E+07
1411,7.00E+07
1412,5172.7
1413,1.22E+06
1414,5.90E+07
1415,3.06E+07
1416,4.22E+07
1417,1.93E+05
1418,5.07E+07
1419,2.79E+06
1420,6.75E+07
1421,1.831
1422,1.6569
1423,4.54E+07
1424,8.96E+06
1425,4.78E+07
1426,4.87E+07
1427,4.77E+07
1428,1.7915
1429,2.20E+05
1430,2.83E+06
1431,123.81
1432,7.62E+07
1433,5.62E+07
1434,5.70E+07
1435,5.30E+06
1436,614.4
1437,5232.9
1438,6.06E+07
1439,2.88E+07
1440,9.14E+06
1441,17698
1442,7.56E+07
1443,6.96E+07
1444,5.67E+07
1445,3.93E+05
1446,6.43E+07
1447,4.89E+07
1448,7.97E+07
1449,6.75E+07
1450,24558
1451,4.37E+07
1452,6.49E+07
1453,39436
1454,6.89E+07
1455,4.53E+06
1456,72414
1457,6.2774
1458,33.393
1459,2.38E+07
1460,4.93E+07
1461,1.67E+07
1462,6.41E+07
1463,4.82E+07
1464,5.13E+07
1465,6.82E+07
1466,9.61E+06
1467,6.28E+07
1468,2.72E+07
1469,5.60E+06
1470,8.07E+07
1471,73.562
1472,1553.7
1473,4.60E+05
1474,62061
1475,1.01E+07
1476,4.17E+07
1477,5.65E+07
1478,14.036
1479,1.52E+07
1480,6.56E+07
1481,8.52E+07
1482,957.71
1483,6.97E+07
1484,6.38E+07
1485,6.21E+07
1486,5870.5
1487,21296
1488,3.04E+07
1489,5.51E+07
1490,3.91E+07
1491,355.35
1492,1.54E+06
1493,2.70E+06
1494,2.10E+07
1495,6.40E+07
1496,6.32E+07
1497,4.55E+07
1498,4.89E+07
1499,5.74E+07
1500,246.98
1501,34101
1502,6.18E+07
1503,4.19E+07
1504,0.63974
1505,8.41E+06
1506,1.52E+07
1507,6.16E+07
1508,7.15E+07
1509,1951.6
1510,6.64E+07
1511,4.20E+07
1512,2.86E+07
1513,4.14E+07
1514,9.794
1515,192.75
1516,1.06E+05
1517,7619
1518,75.916
1519,5.00E+06
1520,20.391
1521,3.89E+07
1522,6.73E+07
1523,1.10E+05
1524,1.73E+05
1525,1.15E+06
1526,1.2584
1527,1.52E+07
1528,2.23E+07
1529,6.40E+07
1530,9.36E+06
1531,3.29E+07
1532,47.627
1533,5.79E+07
1534,4.40E+07
1535,6.80E+07
1536,6.71E+07
1537,6.49E+07
1538,8.03E+07
1539,2.52E+07
1540,3.42E+07
1541,3.23E+07
1542,1.6707
1543,5.78E+07
1544,5.65E+07
1545,6.49E+05
1546,7.39E+07
1547,4.10E+07
1548,40.799
1549,2.98E+07
1550,6.14E+05
1551,3.12E+07
1552,1404.3
