NodeNumber,Equivalent Stress (Pa)
453,2.27E+08
454,2.18E+08
455,2.06E+08
456,2.74E+08
457,2.46E+08
458,2.21E+08
459,2.19E+08
460,1.97E+08
461,2.39E+08
462,2.44E+08
463,2.32E+08
464,2.30E+08
465,2.17E+08
466,2.45E+08
467,2.55E+08
468,2.60E+08
469,2.70E+08
470,2.81E+08
471,2.90E+08
472,3.04E+08
473,2.98E+08
474,3.17E+08
475,3.19E+08
476,3.40E+08
477,3.19E+08
478,3.27E+08
479,3.28E+08
480,3.42E+08
481,3.39E+08
482,3.51E+08
483,3.35E+08
484,3.50E+08
485,3.44E+08
486,3.53E+08
487,3.55E+08
488,3.48E+08
489,3.38E+08
490,3.46E+08
491,3.34E+08
492,3.50E+08
493,3.40E+08
494,3.46E+08
495,3.40E+08
496,3.34E+08
497,3.41E+08
498,3.43E+08
499,3.29E+08
500,3.36E+08
501,3.41E+08
502,3.25E+08
503,3.20E+08
504,3.13E+08
505,3.21E+08
506,3.22E+08
507,3.12E+08
508,3.21E+08
509,3.05E+08
510,3.01E+08
511,2.96E+08
512,2.92E+08
513,2.89E+08
514,2.83E+08
515,2.74E+08
516,2.69E+08
517,2.65E+08
518,2.54E+08
519,2.33E+08
520,2.27E+08
521,3.7764
522,28.589
523,125.04
524,550.87
525,2787.8
526,10817
527,45925
528,2.08E+05
529,8.35E+05
530,2.34E+06
531,8.63E+06
532,2.58E+07
533,6.29E+07
534,1.65E+08
535,1.95E+08
536,2.05E+08
537,2.00E+08
538,4.4778
539,1.94E+08
540,2.02E+08
541,1.87E+08
542,1.08E+08
543,3.98E+07
544,1.59E+07
545,5.93E+06
546,1.36E+06
547,3.24E+05
548,72048
549,19663
550,3904.7
551,923.67
552,215.53
553,39.603
554,3.75E+07
555,2.99E+07
556,1.24E+07
557,3.87E+06
558,9.67E+05
559,311.84
560,255.17
561,164.5
562,53.255
563,10.76
564,2.24E+08
565,2.20E+08
566,2.12E+08
567,2.07E+08
568,2.11E+08
569,2.22E+08
570,2.12E+08
571,2.14E+08
572,2.07E+08
573,2.10E+08
574,2.15E+08
575,2.7459
576,2.9149
577,2.5884
578,3.2397
579,2.3978
580,2.2071
581,3.3318
582,3.10E+08
583,2.69E+08
584,2.39E+08
585,2.27E+08
586,1.91E+08
587,1.17E+08
588,1.70E+08
589,2.02E+08
590,2.14E+08
591,2.07E+08
592,1.71E+08
593,1.79E+08
594,2.07E+08
595,2.11E+08
596,2.00E+08
597,1.44E+08
598,1.26E+08
599,2.02E+08
600,2.26E+08
601,2.45E+08
602,2.66E+08
603,3.08E+08
604,2.41E+08
605,2.43E+08
606,2.44E+08
607,2.58E+08
608,2.75E+08
609,2.58E+08
610,2.50E+08
611,2.73E+08
612,2.53E+08
613,2.51E+08
614,2.55E+08
615,2.74E+08
616,2.54E+08
617,2.80E+08
618,3.08E+08
619,2.59E+08
620,3.48E+08
621,2.71E+08
622,2.56E+08
623,2.73E+08
624,2.96E+08
625,3.74E+08
626,3.14E+08
627,2.69E+08
628,3.48E+08
629,2.90E+08
630,2.86E+08
631,3.18E+08
632,2.68E+08
633,2.56E+08
634,2.58E+08
635,2.53E+08
636,2.64E+08
637,1.79E+08
638,3.15E+08
639,3.01E+08
640,1.70E+08
641,1.75E+08
642,2.14E+08
643,2.90E+08
644,2.70E+08
645,3.02E+08
646,3.11E+08
647,1.68E+08
648,3.29E+08
649,3.09E+08
650,2.70E+08
651,1.67E+08
652,2.59E+08
653,1.71E+08
654,1.71E+08
655,1.68E+08
656,1.69E+08
657,1.76E+08
658,1.69E+08
659,3.30E+08
660,3.19E+08
661,3.02E+08
662,2.91E+08
663,1.84E+08
664,1.68E+08
665,1.81E+08
666,2.07E+08
667,2.69E+08
668,2.58E+08
669,1.92E+08
670,2.04E+08
671,2.11E+08
672,2.09E+08
673,1.72E+08
674,1.97E+08
675,1.97E+08
676,2.09E+08
677,2.01E+08
678,2.13E+08
679,2.20E+08
680,2.09E+08
681,2.34E+08
682,2.42E+08
683,2.11E+08
684,1.72E+08
685,2.11E+08
686,2.32E+08
687,2.52E+08
688,2.59E+08
689,2.41E+08
690,2.52E+08
691,2.23E+08
692,2.22E+08
693,2.32E+08
694,2.35E+08
695,2.12E+08
696,2.05E+08
697,2.51E+08
698,2.28E+08
699,2.07E+08
700,2.27E+08
701,2.61E+08
702,2.53E+08
703,2.47E+08
704,2.58E+08
705,2.42E+08
706,2.21E+08
707,2.09E+08
708,2.22E+08
709,2.43E+08
710,2.51E+08
711,2.24E+08
712,2.23E+08
713,2.39E+08
714,2.01E+08
715,2.39E+08
716,2.31E+08
717,2.08E+08
718,2.45E+08
719,2.41E+08
720,2.67E+08
721,2.26E+08
722,2.07E+08
723,2.20E+08
724,2.16E+08
725,2.43E+08
726,2.42E+08
727,2.17E+08
728,2.15E+08
729,3.04E+08
730,2.60E+08
731,3.11E+08
732,2.98E+08
733,3.24E+08
734,2.83E+08
735,3.28E+08
736,3.37E+08
737,3.46E+08
738,2.98E+08
739,3.32E+08
740,4.37E+08
741,4.39E+08
742,4.34E+08
743,4.32E+08
744,4.11E+08
745,4.34E+08
746,4.28E+08
747,4.17E+08
748,4.35E+08
749,4.32E+08
750,4.46E+08
751,4.24E+08
752,4.36E+08
753,4.41E+08
754,4.67E+08
755,4.27E+08
756,4.43E+08
757,4.22E+08
758,4.47E+08
759,4.68E+08
760,4.65E+08
761,4.12E+08
762,4.25E+08
763,4.16E+08
764,4.31E+08
765,4.10E+08
766,4.24E+08
767,4.06E+08
768,4.34E+08
769,4.01E+08
770,4.14E+08
771,3.93E+08
772,3.96E+08
773,4.62E+08
774,4.41E+08
775,4.25E+08
776,4.45E+08
777,4.31E+08
778,4.38E+08
779,4.31E+08
780,4.41E+08
781,4.19E+08
782,4.47E+08
783,4.27E+08
784,4.42E+08
785,4.39E+08
786,4.53E+08
787,4.37E+08
788,4.20E+08
789,4.06E+08
790,4.21E+08
791,4.18E+08
792,4.08E+08
793,4.40E+08
794,4.11E+08
795,4.40E+08
796,4.22E+08
797,3.99E+08
798,3.98E+08
799,4.11E+08
800,3.82E+08
801,4.08E+08
802,4.23E+08
803,3.87E+08
804,3.91E+08
805,3.67E+08
806,3.95E+08
807,3.70E+08
808,4.08E+08
809,3.52E+08
810,3.78E+08
811,3.53E+08
812,3.45E+08
813,3.53E+08
814,3.25E+08
815,3.68E+08
816,3.59E+08
817,3.52E+08
818,3.68E+08
819,3.59E+08
820,3.66E+08
821,3.75E+08
822,3.72E+08
823,3.87E+08
824,3.79E+08
825,3.96E+08
826,3.80E+08
827,3.95E+08
828,3.49E+08
829,3.47E+08
830,3.44E+08
831,3.45E+08
832,3.27E+08
833,3.44E+08
834,3.79E+08
835,3.87E+08
836,3.11E+08
837,3.10E+08
838,3.14E+08
839,3.36E+08
840,2.94E+08
841,2.98E+08
842,2.88E+08
843,2.95E+08
844,2.78E+08
845,2.89E+08
846,2.70E+08
847,2.75E+08
848,3.35E+08
849,2.64E+08
850,2.99E+08
851,3.10E+08
852,3.28E+08
853,2.79E+08
854,3.11E+08
855,4.26E+08
856,3.94E+08
857,4.44E+08
858,4.17E+08
859,4.20E+08
860,4.13E+08
861,4.37E+08
862,3.96E+08
863,4.13E+08
864,4.05E+08
865,4.20E+08
866,3.90E+08
867,4.26E+08
868,4.20E+08
869,4.36E+08
870,4.31E+08
871,4.38E+08
872,4.16E+08
873,4.33E+08
874,4.35E+08
875,4.29E+08
876,4.47E+08
877,4.18E+08
878,4.36E+08
879,4.18E+08
880,4.48E+08
881,4.21E+08
882,4.52E+08
883,4.04E+08
884,4.45E+08
885,4.52E+08
886,4.52E+08
887,4.22E+08
888,4.46E+08
889,4.37E+08
890,4.34E+08
891,4.36E+08
892,4.47E+08
893,4.09E+08
894,4.47E+08
895,4.10E+08
896,4.24E+08
897,4.40E+08
898,4.39E+08
899,4.16E+08
900,4.26E+08
901,4.15E+08
902,4.14E+08
903,4.04E+08
904,4.19E+08
905,3.98E+08
906,4.25E+08
907,3.39E+08
908,3.38E+08
909,3.58E+08
910,3.00E+08
911,3.23E+08
912,3.35E+08
913,3.64E+08
914,3.46E+08
915,3.48E+08
916,3.48E+08
917,3.44E+08
918,3.66E+08
919,4.01E+08
920,4.05E+08
921,3.78E+08
922,3.90E+08
923,3.78E+08
924,4.12E+08
925,4.12E+08
926,3.91E+08
927,3.95E+08
928,3.87E+08
929,4.16E+08
930,3.87E+08
931,4.14E+08
932,4.06E+08
933,3.84E+08
934,4.00E+08
935,3.85E+08
936,3.89E+08
937,3.86E+08
938,3.80E+08
939,3.92E+08
940,3.75E+08
941,3.99E+08
942,3.92E+08
943,3.70E+08
944,3.78E+08
945,3.57E+08
946,3.72E+08
947,3.59E+08
948,3.51E+08
949,3.44E+08
950,3.33E+08
951,3.50E+08
952,3.31E+08
953,3.39E+08
954,3.37E+08
955,3.33E+08
956,3.37E+08
957,3.30E+08
958,3.23E+08
959,3.09E+08
960,3.23E+08
961,3.08E+08
962,2.89E+08
963,3.00E+08
964,2.98E+08
965,2.72E+08
966,2.64E+08
967,2.89E+08
968,2.75E+08
969,1.28E+08
970,1.42E+08
971,1.76E+08
972,1.89E+08
973,3.61E+07
974,2.61E+08
975,2.55E+08
976,2.51E+08
977,2.49E+08
978,2.50E+08
979,2.45E+08
980,2.48E+08
981,2.49E+08
982,2.57E+08
983,2.54E+08
984,2.54E+08
985,2.44E+08
986,2.45E+08
987,2.51E+08
988,2.40E+08
989,2.53E+08
990,2.43E+08
991,2.48E+08
992,2.39E+08
993,2.37E+08
994,2.27E+08
995,2.54E+08
996,2.40E+08
997,2.46E+08
998,2.32E+08
999,2.51E+08
1000,2.49E+08
1001,2.52E+08
1002,2.51E+08
1003,2.51E+08
1004,2.50E+08
1005,2.47E+08
1006,2.50E+08
1007,2.43E+08
1008,2.45E+08
1009,2.50E+08
1010,2.52E+08
1011,2.46E+08
1012,2.48E+08
1013,2.46E+08
1014,2.38E+08
1015,2.39E+08
1016,2.28E+08
1017,2.35E+08
1018,2.47E+08
1019,2.47E+08
1020,2.48E+08
1021,2.39E+08
1022,2.45E+08
1023,2.50E+08
1024,2.52E+08
1025,2.50E+08
1026,2.53E+08
1027,2.54E+08
1028,2.55E+08
1029,3.59E+07
1030,17976
1031,6.25E+07
1032,5.73E+07
1033,654.1
1034,7.01E+05
1035,898.01
1036,6.97E+05
1037,6.82E+07
1038,7.33E+07
1039,2539.1
1040,43.991
1041,1.04E+07
1042,1.24E+05
1043,72.383
1044,1.01E+07
1045,13320
1046,62536
1047,5.05E+07
1048,1.16E+08
1049,6.42E+07
1050,5042.6
1051,4980.8
1052,2.10E+05
1053,1.17E+08
1054,8.67E+07
1055,7.76E+07
1056,296.49
1057,6.03E+07
1058,5792.3
1059,436.7
1060,1.91E+07
1061,9.30E+06
1062,74992
1063,1438.2
1064,1.39E+06
1065,16.213
1066,18.152
1067,17385
1068,6.74E+07
1069,8.43E+05
1070,1.13E+08
1071,6.77E+07
1072,4.70E+07
1073,5.48E+07
1074,1.76E+05
1075,7.56E+07
1076,5.08E+07
1077,177.37
1078,2.18E+07
1079,55.999
1080,48.419
1081,4.79E+07
1082,2.08E+05
1083,277.06
1084,8.54E+07
1085,944.1
1086,4.96E+07
1087,4.32E+05
1088,2.22E+07
1089,5.86E+07
1090,7.00E+07
1091,2.05E+05
1092,1.26E+08
1093,1.53E+06
1094,3.45E+07
1095,1.49E+08
1096,322.03
1097,4.38E+07
1098,6.27E+07
1099,6.53E+07
1100,4.97E+07
1101,3.14E+06
1102,59725
1103,1.62E+08
1104,1336.5
1105,5.51E+07
1106,7.08E+07
1107,1.44E+08
1108,62411
1109,2.25E+05
1110,2934.8
1111,3.93E+07
1112,1.90E+05
1113,14796
1114,1993.4
1115,581.66
1116,4.725
1117,1442.2
1118,1.39E+08
1119,1238.7
1120,46629
1121,6.06E+06
1122,2.57E+07
1123,1.58E+07
1124,5.48E+07
1125,128.06
1126,4.82E+05
1127,4.13E+05
1128,1.52E+06
1129,22.167
1130,23.864
1131,6.17E+06
1132,8.736
1133,17952
1134,1.50E+08
1135,52345
1136,1.03E+08
1137,7.22E+07
1138,5.67E+06
1139,12.392
1140,8.58E+07
1141,7.14E+07
1142,4.00E+06
1143,21.209
1144,23.091
1145,7.05E+07
1146,91.83
1147,2.64E+06
1148,1.55E+05
1149,3701.3
1150,79.979
1151,2.22E+07
1152,5.43E+07
1153,159.18
1154,729.57
1155,7260.4
1156,2.89E+07
1157,5764.5
1158,6.37E+07
1159,179.07
1160,1.31E+08
1161,8.28E+07
1162,21298
1163,4.2199
1164,1.65E+07
1165,5.15E+07
1166,4.77E+05
1167,335.34
1168,5.57E+05
1169,2821.9
1170,3.75E+07
1171,1.10E+08
1172,1.21E+06
1173,192.37
1174,6.32E+07
1175,4.46E+07
1176,25.271
1177,26.649
1178,581.59
1179,2.06E+06
1180,1.06E+08
1181,3.92E+05
1182,3.07E+05
1183,9.10E+07
1184,95.642
1185,1.31E+08
1186,2.75E+08
1187,2.83E+08
1188,7.87E+07
1189,7.51E+07
1190,1.84E+08
1191,1.84E+08
1192,2.82E+08
1193,2.89E+08
1194,8.20E+07
1195,2.08E+07
1196,2.74E+07
1197,2.49E+08
1198,2.56E+08
1199,1.52E+08
1200,2.78E+08
1201,1.46E+08
1202,2.64E+08
1203,2.74E+08
1204,2.82E+08
1205,2.70E+07
1206,5.34E+07
1207,5.08E+07
1208,1.34E+08
1209,3.12E+08
1210,3.19E+08
1211,1.70E+08
1212,6.52E+07
1213,1.09E+08
1214,2.84E+08
1215,2.79E+08
1216,1.04E+08
1217,2.78E+08
1218,6.47E+07
1219,2.87E+08
1220,2.84E+08
1221,2.52E+07
1222,1.54E+08
1223,2.77E+08
1224,2.03E+08
1225,2.15E+08
1226,2.78E+07
1227,1.98E+08
1228,2.98E+08
1229,2.94E+08
1230,2.41E+08
1231,2.77E+08
1232,2.84E+08
1233,4.07E+07
1234,5.15E+07
1235,7.63E+07
1236,2.69E+08
1237,1.61E+08
1238,2.74E+08
1239,2.97E+08
1240,2.93E+08
1241,2.68E+08
1242,3.01E+08
1243,3.00E+08
1244,2.09E+08
1245,2.78E+08
1246,1.91E+08
1247,2.80E+08
1248,2.86E+07
1249,2.06E+08
1250,3.19E+07
1251,2.77E+08
1252,2.66E+08
1253,2.67E+08
1254,1.29E+07
1255,5.99E+07
1256,8.24E+07
1257,2.18E+07
1258,3.69E+07
1259,2.06E+08
1260,2.33E+08
1261,9.60E+07
1262,2.10E+08
1263,1.53E+08
1264,1.10E+08
1265,2.99E+08
1266,2.93E+08
1267,2.77E+08
1268,2.80E+08
1269,5.63E+07
1270,3.50E+07
1271,1.92E+08
1272,7.96E+07
1273,2.94E+08
1274,3.02E+08
1275,2.04E+07
1276,1.06E+08
1277,3.15E+08
1278,3.28E+08
1279,3.31E+08
1280,1.83E+08
1281,2.44E+07
1282,1.37E+08
1283,2.80E+08
1284,1.06E+07
1285,2.52E+08
1286,6.49E+07
1287,1.54E+08
1288,3.00E+08
1289,2.75E+08
1290,2.74E+08
1291,2.47E+08
1292,5.85E+07
1293,2.29E+08
1294,1.90E+08
1295,2.96E+08
1296,3.16E+08
1297,2.73E+07
1298,3.15E+08
1299,3.20E+08
1300,3.13E+07
1301,2.14E+08
1302,1.48E+08
1303,2.82E+08
1304,2.99E+08
1305,2.54E+08
1306,1.88E+07
1307,1.81E+07
1308,1.84E+07
1309,2.84E+08
1310,1.26E+08
1311,3.11E+08
1312,2.85E+08
1313,3.20E+08
1314,3.17E+08
1315,2.57E+07
1316,2.13E+08
1317,3.09E+08
1318,6.38E+07
1319,2.96E+08
1320,3.17E+08
1321,2.84E+08
1322,2.83E+08
1323,4.05E+07
1324,2.98E+08
1325,2.22E+08
1326,5.17E+07
1327,2.86E+08
1328,6.26E+07
1329,2.05E+08
1330,3.23E+07
1331,2.16E+08
1332,2.74E+08
1333,2.94E+08
1334,9.85E+07
1335,2.51E+08
1336,1.49E+08
1337,1.12E+08
1338,2.52E+08
1339,2.81E+08
1340,3.02E+08
1341,2.75E+07
1342,2.04E+08
1343,2.06E+08
1344,5.28E+07
1345,4.86E+07
1346,4.24E+07
1347,22751
1348,1.87E+08
1349,2.06E+08
1350,2.15E+08
1351,2.22E+08
1352,2.27E+08
1353,2.09E+08
1354,2.19E+08
1355,2.24E+08
1356,940.14
1357,4.15E+05
1358,426.69
1359,2.23E+08
1360,7.34E+05
1361,2.30E+08
1362,2.11E+08
1363,1.27E+08
1364,1.28E+08
1365,2245.1
1366,2.21E+08
1367,2.23E+08
1368,31.045
1369,1.48E+05
1370,9.60E+06
1371,86.515
1372,7.06E+06
1373,46498
1374,9913.2
1375,9.07E+07
1376,2.24E+08
1377,2.29E+08
1378,2.41E+08
1379,2.32E+08
1380,2.29E+08
1381,2.42E+08
1382,6.24E+07
1383,1.32E+08
1384,2.50E+08
1385,2.66E+08
1386,2176.5
1387,2.18E+08
1388,2.62E+08
1389,7.93E+07
1390,1.34E+05
1391,1.96E+08
1392,2.34E+08
1393,2.30E+08
1394,2.20E+08
1395,2.55E+08
1396,2.43E+08
1397,1.76E+08
1398,2.20E+08
1399,2.63E+08
1400,2.14E+07
1401,239.12
1402,2.51E+08
1403,2.68E+08
1404,2.51E+08
1405,2.49E+08
1406,6683.8
1407,754.45
1408,1.09E+08
1409,2.47E+08
1410,2.48E+08
1411,2.63E+08
1412,30118
1413,6.92E+06
1414,2.38E+08
1415,2.03E+08
1416,2.18E+08
1417,1.09E+06
1418,2.33E+08
1419,1.69E+07
1420,2.60E+08
1421,11.244
1422,10.2
1423,2.15E+08
1424,4.12E+07
1425,2.26E+08
1426,2.30E+08
1427,2.30E+08
1428,10.994
1429,1.26E+06
1430,1.71E+07
1431,746.71
1432,2.68E+08
1433,2.41E+08
1434,2.45E+08
1435,2.91E+07
1436,3580.6
1437,30215
1438,2.27E+08
1439,2.02E+08
1440,6.08E+07
1441,1.00E+05
1442,2.72E+08
1443,2.60E+08
1444,2.44E+08
1445,2.17E+06
1446,2.54E+08
1447,2.13E+08
1448,2.70E+08
1449,2.58E+08
1450,1.41E+05
1451,2.31E+08
1452,2.34E+08
1453,2.31E+05
1454,2.53E+08
1455,2.59E+07
1456,4.23E+05
1457,38.442
1458,198.07
1459,1.71E+08
1460,2.26E+08
1461,7.96E+07
1462,2.38E+08
1463,2.29E+08
1464,2.39E+08
1465,2.55E+08
1466,5.81E+07
1467,2.51E+08
1468,2.00E+08
1469,3.42E+07
1470,2.68E+08
1471,434.85
1472,9083.5
1473,2.60E+06
1474,3.56E+05
1475,7.04E+07
1476,2.14E+08
1477,2.45E+08
1478,84.333
1479,1.02E+08
1480,2.54E+08
1481,2.85E+08
1482,5698.2
1483,2.55E+08
1484,2.52E+08
1485,2.50E+08
1486,34395
1487,1.24E+05
1488,2.11E+08
1489,2.40E+08
1490,2.14E+08
1491,2088.2
1492,8.51E+06
1493,1.42E+07
1494,1.43E+08
1495,2.50E+08
1496,2.52E+08
1497,2.26E+08
1498,2.34E+08
1499,2.40E+08
1500,1481
1501,1.91E+05
1502,2.31E+08
1503,2.22E+08
1504,3.9889
1505,5.41E+07
1506,1.06E+08
1507,2.34E+08
1508,2.59E+08
1509,11201
1510,2.56E+08
1511,2.19E+08
1512,1.91E+08
1513,2.20E+08
1514,60.008
1515,1123.8
1516,6.06E+05
1517,43155
1518,459
1519,2.88E+07
1520,122.71
1521,2.13E+08
1522,2.54E+08
1523,6.06E+05
1524,9.55E+05
1525,6.29E+06
1526,7.7981
1527,1.06E+08
1528,1.72E+08
1529,2.50E+08
1530,6.52E+07
1531,2.14E+08
1532,288.42
1533,2.42E+08
1534,2.24E+08
1535,2.59E+08
1536,2.57E+08
1537,2.55E+08
1538,2.79E+08
1539,1.83E+08
1540,2.16E+08
1541,2.17E+08
1542,10.323
1543,2.46E+08
