NodeNumber,Total Deformation (m)
186,0.
187,0.
188,0.
189,0.
190,0.
191,0.
192,0.
193,0.
194,0.
195,0.
196,0.
197,0.
198,0.
199,0.
200,0.
201,0.
202,0.
203,0.
204,0.
205,0.
206,0.
207,0.
208,0.
209,0.
210,0.
211,0.
212,0.
213,0.
214,0.
215,0.
216,7.7528e-006
217,6.606e-006
218,8.1666e-006
219,8.4895e-006
220,8.7377e-006
221,8.9945e-006
222,9.2121e-006
223,9.4516e-006
224,9.6222e-006
225,9.7639e-006
226,9.8965e-006
227,1.0043e-005
228,1.0193e-005
229,1.0313e-005
230,1.033e-005
231,1.0445e-005
232,1.0529e-005
233,1.0545e-005
234,1.0542e-005
235,1.0604e-005
236,1.0612e-005
237,1.0585e-005
238,1.0644e-005
239,1.0604e-005
240,1.0579e-005
241,1.0516e-005
242,1.047e-005
243,1.0441e-005
244,1.0368e-005
245,1.0317e-005
246,1.0257e-005
247,1.0165e-005
248,1.0092e-005
249,1.0011e-005
250,9.9073e-006
251,9.8322e-006
252,9.7383e-006
253,9.6243e-006
254,9.5043e-006
255,9.3626e-006
256,9.2374e-006
257,9.0944e-006
258,8.9564e-006
259,8.8205e-006
260,8.6695e-006
261,8.5437e-006
262,8.371e-006
263,8.209e-006
264,8.0441e-006
265,7.9161e-006
266,7.7151e-006
267,7.5429e-006
268,7.3698e-006
269,7.1793e-006
270,6.9644e-006
271,4.479e-006
272,5.7955e-006
273,5.0257e-006
274,4.1096e-006
275,4.3999e-006
276,4.3675e-006
277,4.3401e-006
278,4.3275e-006
279,4.3111e-006
280,4.3058e-006
281,4.3034e-006
282,4.3096e-006
283,4.3125e-006
284,4.339e-006
285,4.3439e-006
286,4.3651e-006
287,4.3934e-006
288,4.4169e-006
289,4.4171e-006
290,4.4666e-006
291,4.4545e-006
292,4.5089e-006
293,4.5523e-006
294,4.5612e-006
295,4.6133e-006
296,4.5597e-006
297,4.5892e-006
298,4.5982e-006
299,4.6092e-006
300,4.6507e-006
301,4.6222e-006
302,4.6396e-006
303,4.6574e-006
304,4.7169e-006
305,4.6641e-006
306,4.6599e-006
307,4.6276e-006
308,4.6797e-006
309,4.6413e-006
310,4.6058e-006
311,4.5953e-006
312,4.5623e-006
313,4.552e-006
314,4.5322e-006
315,4.5136e-006
316,4.5384e-006
317,4.4465e-006
318,4.3657e-006
319,4.3318e-006
320,4.2096e-006
321,4.1418e-006
322,4.0734e-006
323,4.0093e-006
324,3.9317e-006
325,3.8831e-006
326,3.8311e-006
327,3.8681e-006
328,5.0447e-006
329,6.2757e-006
330,2.2845e-003
331,7.8007e-006
332,2.0591e-003
333,1.8339e-003
334,1.6098e-003
335,1.3882e-003
336,1.1707e-003
337,9.5938e-004
338,7.5732e-004
339,5.6823e-004
340,3.9704e-004
341,2.5878e-004
342,1.4933e-004
343,7.7612e-005
344,4.3168e-005
345,2.2338e-005
346,1.4971e-005
347,1.1012e-005
348,7.2039e-006
349,7.6337e-006
350,1.0062e-005
351,2.2838e-003
352,2.2864e-003
353,2.2886e-003
354,2.2902e-003
355,2.2908e-003
356,2.2903e-003
357,2.2889e-003
358,2.2869e-003
359,9.7481e-006
360,1.284e-005
361,1.7425e-005
362,2.7559e-005
363,5.0272e-005
364,1.0293e-004
365,2.0226e-004
366,3.3892e-004
367,5.0188e-004
368,6.8484e-004
369,8.8254e-004
370,1.0907e-003
371,1.3063e-003
372,1.5266e-003
373,1.75e-003
374,2.0062e-003
375,7.1531e-006
376,7.4418e-006
377,9.9388e-006
378,1.6208e-003
379,1.5445e-003
380,1.5167e-003
381,1.5444e-003
382,1.6206e-003
383,1.3233e-004
384,9.144e-005
385,7.6928e-005
386,9.1385e-005
387,1.3277e-004
388,6.6153e-006
389,6.9797e-006
390,7.1883e-006
391,7.374e-006
392,7.5516e-006
393,7.7178e-006
394,7.9035e-006
395,8.0724e-006
396,8.2153e-006
397,8.3854e-006
398,8.5399e-006
399,8.6933e-006
400,8.8311e-006
401,8.9742e-006
402,9.1131e-006
403,9.2753e-006
404,9.4104e-006
405,9.4965e-006
406,9.5985e-006
407,9.742e-006
408,9.8007e-006
409,9.9167e-006
410,1.0034e-005
411,1.011e-005
412,1.0204e-005
413,1.0304e-005
414,1.0367e-005
415,1.042e-005
416,1.0481e-005
417,1.0572e-005
418,1.0571e-005
419,1.057e-005
420,1.0639e-005
421,1.0709e-005
422,1.0647e-005
423,1.0648e-005
424,1.0633e-005
425,1.0589e-005
426,1.0604e-005
427,1.0524e-005
428,1.0471e-005
429,1.0427e-005
430,1.0315e-005
431,1.0183e-005
432,1.0096e-005
433,9.9643e-006
434,9.8383e-006
435,9.6657e-006
436,9.4772e-006
437,9.2581e-006
438,9.0493e-006
439,8.7927e-006
440,8.5432e-006
441,8.2286e-006
442,7.7151e-006
443,1.0164e-005
444,1.3369e-005
445,2.1184e-005
446,2.8696e-005
447,3.2772e-005
448,2.9228e-005
449,2.1241e-005
450,1.3089e-005
451,8.309e-006
452,4.1362e-006
453,3.6234e-006
454,2.3389e-006
455,3.1042e-007
456,6.3405e-006
457,5.0838e-006
458,3.6038e-006
459,2.5075e-006
460,2.6118e-007
461,6.6397e-006
462,1.2816e-005
463,1.2933e-005
464,7.6833e-006
465,4.4833e-006
466,3.8926e-006
467,3.8677e-006
468,3.9119e-006
469,3.9612e-006
470,4.0687e-006
471,4.1355e-006
472,4.2264e-006
473,4.2733e-006
474,4.397e-006
475,4.45e-006
476,4.5416e-006
477,4.5654e-006
478,4.5898e-006
479,4.5749e-006
480,4.5997e-006
481,4.6184e-006
482,4.642e-006
483,4.654e-006
484,4.7119e-006
485,4.6638e-006
486,4.6853e-006
487,4.706e-006
488,4.6607e-006
489,4.6706e-006
490,4.675e-006
491,4.6746e-006
492,4.6424e-006
493,4.6412e-006
494,4.6427e-006
495,4.6218e-006
496,4.5874e-006
497,4.5749e-006
498,4.5528e-006
499,4.5238e-006
500,4.5134e-006
501,4.5022e-006
502,4.4915e-006
503,4.4977e-006
504,4.4378e-006
505,4.4213e-006
506,4.4089e-006
507,4.3893e-006
508,4.3908e-006
509,4.3628e-006
510,4.3358e-006
511,4.332e-006
512,4.3201e-006
513,4.3313e-006
514,4.3389e-006
515,4.3326e-006
516,4.3456e-006
517,4.3739e-006
518,4.4109e-006
519,5.0324e-006
520,5.8011e-006
521,1.912e-013
522,3.7784e-013
523,1.7091e-012
524,7.5851e-012
525,3.3527e-011
526,1.4551e-010
527,6.6566e-010
528,2.5633e-009
529,1.1229e-008
530,5.0139e-008
531,1.7315e-007
532,6.0412e-007
533,1.2204e-006
534,2.017e-006
535,2.7462e-006
536,3.2807e-006
537,3.6631e-006
538,1.8828e-013
539,3.5484e-006
540,3.0457e-006
541,2.2803e-006
542,1.5949e-006
543,8.4851e-007
544,3.3274e-007
545,8.3138e-008
546,2.1344e-008
547,5.066e-009
548,1.0746e-009
549,2.5183e-010
550,5.9041e-011
551,1.3848e-011
552,2.9437e-012
553,5.0676e-013
554,9.4247e-007
555,3.7882e-007
556,1.2472e-007
557,3.7099e-008
558,8.7465e-009
559,8.4416e-012
560,4.2002e-012
561,1.4463e-012
562,4.6789e-013
563,1.5111e-013
564,4.1076e-006
565,3.7909e-006
566,3.4082e-006
567,3.1034e-006
568,2.8997e-006
569,2.8399e-006
570,2.8638e-006
571,2.8466e-006
572,2.9526e-006
573,3.3822e-006
574,3.9132e-006
575,1.7596e-013
576,1.9577e-013
577,1.4903e-013
578,7.4102e-014
579,1.4895e-013
580,1.9811e-013
581,1.9484e-013
582,2.4746e-005
583,1.8685e-005
584,1.3829e-005
585,1.0122e-005
586,7.3384e-006
587,5.0822e-006
588,3.2198e-006
589,1.8823e-006
590,1.1139e-006
591,7.3291e-007
592,4.0934e-007
593,4.0861e-007
594,7.3942e-007
595,1.1131e-006
596,1.8761e-006
597,3.2373e-006
598,5.1061e-006
599,7.3671e-006
600,1.0161e-005
601,1.3841e-005
602,1.8672e-005
603,2.4717e-005
604,5.5746e-006
605,5.2661e-006
606,5.3518e-006
607,6.5776e-006
608,8.0127e-006
609,6.5994e-006
610,5.1213e-006
611,9.4705e-006
612,6.7416e-006
613,5.0014e-006
614,6.3861e-006
615,8.7668e-006
616,6.7143e-006
617,1.084e-005
618,1.3693e-005
619,7.0359e-006
620,1.9015e-005
621,1.0145e-005
622,6.9306e-006
623,1.0767e-005
624,1.4095e-005
625,2.3496e-005
626,1.7718e-005
627,1.0509e-005
628,2.1532e-005
629,1.4175e-005
630,1.3612e-005
631,1.6563e-005
632,1.0414e-005
633,7.0541e-006
634,7.0688e-006
635,6.521e-006
636,9.9135e-006
637,6.3819e-007
638,3.0205e-005
639,3.5169e-005
640,6.9597e-007
641,1.3145e-006
642,1.185e-006
643,2.7944e-005
644,2.2021e-005
645,3.3542e-005
646,3.9607e-005
647,1.2154e-006
648,4.0159e-005
649,3.2641e-005
650,2.6592e-005
651,6.3358e-007
652,2.1778e-005
653,4.7684e-007
654,4.7814e-007
655,8.9105e-007
656,7.1335e-007
657,9.2719e-007
658,1.4043e-006
659,4.2446e-005
660,3.7449e-005
661,3.9953e-005
662,3.391e-005
663,1.4179e-006
664,1.8144e-006
665,1.925e-006
666,1.9091e-006
667,2.553e-005
668,2.0244e-005
669,7.6936e-007
670,1.5955e-006
671,1.0272e-006
672,1.6478e-006
673,2.0603e-006
674,2.3618e-006
675,2.5303e-006
676,2.6083e-006
677,2.6725e-006
678,3.1092e-006
679,3.452e-006
680,2.3483e-006
681,4.0241e-006
682,4.7623e-006
683,3.2465e-006
684,2.2754e-006
685,2.87e-006
686,3.9434e-006
687,5.1316e-006
688,6.3362e-006
689,5.4377e-006
690,7.3842e-006
691,3.6229e-006
692,4.0856e-006
693,6.1563e-006
694,8.2391e-006
695,7.0218e-006
696,8.8564e-006
697,9.3686e-006
698,1.0455e-005
699,1.1723e-005
700,1.2789e-005
701,7.9597e-006
702,9.6633e-006
703,1.1408e-005
704,6.3395e-006
705,4.6906e-006
706,3.3818e-006
707,2.0134e-006
708,3.4895e-006
709,5.6207e-006
710,7.7652e-006
711,4.66e-006
712,6.9404e-006
713,9.2383e-006
714,1.4385e-005
715,1.126e-005
716,1.3187e-005
717,1.5348e-005
718,1.8275e-005
719,1.5789e-005
720,2.1337e-005
721,1.7315e-005
722,1.454e-005
723,1.4877e-005
724,1.264e-005
725,1.8093e-005
726,1.6226e-005
727,1.244e-005
728,9.8078e-006
729,2.9335e-005
730,5.7399e-006
731,7.035e-006
732,6.0408e-006
733,6.9737e-006
734,5.0532e-006
735,6.3207e-006
736,7.6192e-006
737,7.5651e-006
738,4.7589e-006
739,6.2989e-006
740,8.6617e-006
741,8.5558e-006
742,8.666e-006
743,6.9821e-006
744,6.6106e-006
745,6.5508e-006
746,8.5962e-006
747,6.486e-006
748,8.5275e-006
749,6.4446e-006
750,8.52e-006
751,6.357e-006
752,8.2304e-006
753,6.2845e-006
754,7.9005e-006
755,6.2385e-006
756,8.1864e-006
757,6.3685e-006
758,8.628e-006
759,9.3088e-006
760,9.2961e-006
761,6.4108e-006
762,8.4166e-006
763,6.3061e-006
764,8.1796e-006
765,6.2142e-006
766,8.069e-006
767,6.0417e-006
768,7.5046e-006
769,5.8676e-006
770,7.7917e-006
771,5.9599e-006
772,7.7916e-006
773,8.8639e-006
774,8.7598e-006
775,8.7098e-006
776,7.0453e-006
777,6.6495e-006
778,6.593e-006
779,6.465e-006
780,8.6355e-006
781,6.4052e-006
782,8.4573e-006
783,6.017e-006
784,6.859e-006
785,8.74e-006
786,8.7583e-006
787,8.6311e-006
788,6.5936e-006
789,6.4864e-006
790,6.3973e-006
791,8.5202e-006
792,6.2877e-006
793,8.3715e-006
794,6.0686e-006
795,7.2748e-006
796,8.414e-006
797,8.4327e-006
798,8.1728e-006
799,6.7475e-006
800,6.2276e-006
801,6.1508e-006
802,8.6434e-006
803,5.9396e-006
804,7.9636e-006
805,5.8004e-006
806,7.7475e-006
807,5.5814e-006
808,6.8493e-006
809,7.6098e-006
810,7.9115e-006
811,7.2696e-006
812,5.5241e-006
813,5.8424e-006
814,5.1795e-006
815,7.2062e-006
816,7.312e-006
817,7.0307e-006
818,6.0723e-006
819,5.7087e-006
820,5.7905e-006
821,7.3396e-006
822,5.682e-006
823,7.3755e-006
824,5.6912e-006
825,7.284e-006
826,5.448e-006
827,5.8839e-006
828,5.5041e-006
829,6.853e-006
830,5.4001e-006
831,6.5841e-006
832,5.2316e-006
833,5.8391e-006
834,5.9091e-006
835,7.7683e-006
836,5.2268e-006
837,5.2152e-006
838,6.449e-006
839,6.4717e-006
840,6.322e-006
841,5.171e-006
842,6.2278e-006
843,5.12e-006
844,6.1363e-006
845,5.2948e-006
846,6.0343e-006
847,5.0338e-006
848,5.1706e-006
849,5.4869e-006
850,5.9964e-006
851,7.1222e-006
852,7.1622e-006
853,4.7891e-006
854,6.0353e-006
855,8.745e-006
856,8.6756e-006
857,8.686e-006
858,7.0788e-006
859,6.5733e-006
860,6.5302e-006
861,8.482e-006
862,6.2102e-006
863,8.2533e-006
864,6.2268e-006
865,8.223e-006
866,5.9374e-006
867,7.1176e-006
868,6.3751e-006
869,8.6705e-006
870,6.3604e-006
871,8.3979e-006
872,5.9382e-006
873,6.9219e-006
874,8.7234e-006
875,6.6101e-006
876,8.7027e-006
877,6.4267e-006
878,8.6377e-006
879,6.3754e-006
880,8.5038e-006
881,6.1546e-006
882,8.0465e-006
883,5.8661e-006
884,7.2774e-006
885,9.1562e-006
886,8.8966e-006
887,6.6702e-006
888,8.7788e-006
889,6.4863e-006
890,8.586e-006
891,6.3649e-006
892,8.4334e-006
893,6.0634e-006
894,7.9386e-006
895,6.02e-006
896,7.0722e-006
897,8.9231e-006
898,8.6559e-006
899,6.5917e-006
900,8.4833e-006
901,6.3132e-006
902,8.0982e-006
903,6.088e-006
904,7.5659e-006
905,5.8364e-006
906,7.4085e-006
907,7.1849e-006
908,7.1703e-006
909,7.3746e-006
910,5.102e-006
911,5.7655e-006
912,5.506e-006
913,7.4128e-006
914,5.4824e-006
915,7.584e-006
916,5.6718e-006
917,7.5046e-006
918,5.6832e-006
919,6.8207e-006
920,8.0496e-006
921,6.0034e-006
922,8.0281e-006
923,5.8279e-006
924,7.1238e-006
925,8.5789e-006
926,5.8639e-006
927,8.5678e-006
928,5.8023e-006
929,7.2843e-006
930,7.8849e-006
931,7.8209e-006
932,6.3939e-006
933,5.6794e-006
934,6.0013e-006
935,7.6929e-006
936,5.7892e-006
937,7.5166e-006
938,5.7488e-006
939,7.3448e-006
940,5.6541e-006
941,6.567e-006
942,7.544e-006
943,7.3244e-006
944,5.8938e-006
945,7.133e-006
946,5.7204e-006
947,5.5912e-006
948,7.0017e-006
949,5.5039e-006
950,6.8465e-006
951,5.4061e-006
952,6.67e-006
953,5.1966e-006
954,6.2511e-006
955,5.0354e-006
956,5.7369e-006
957,6.9715e-006
958,6.715e-006
959,6.4552e-006
960,5.3844e-006
961,5.2392e-006
962,6.2346e-006
963,5.1052e-006
964,5.7207e-006
965,6.308e-006
966,6.0263e-006
967,5.2131e-006
968,5.0337e-006
969,7.8513e-005
970,7.8402e-005
971,1.4754e-004
972,1.141e-004
973,4.6114e-007
974,5.7298e-006
975,5.812e-006
976,5.6471e-006
977,1.0611e-005
978,1.0594e-005
979,1.0709e-005
980,1.0763e-005
981,5.6859e-006
982,1.6743e-005
983,1.5207e-005
984,1.65e-005
985,5.9061e-006
986,1.0806e-005
987,1.6053e-005
988,1.1251e-005
989,5.8439e-006
990,1.0738e-005
991,6.0005e-006
992,6.4716e-006
993,1.0697e-005
994,1.1314e-005
995,1.6177e-005
996,1.494e-005
997,1.5409e-005
998,1.4804e-005
999,1.5881e-005
1000,1.6082e-005
1001,5.8398e-006
1002,5.8564e-006
1003,5.8554e-006
1004,1.0773e-005
1005,1.0622e-005
1006,1.1003e-005
1007,1.0681e-005
1008,6.01e-006
1009,1.6164e-005
1010,1.5166e-005
1011,1.5491e-005
1012,5.8079e-006
1013,6.5395e-006
1014,1.0716e-005
1015,1.4837e-005
1016,1.1328e-005
1017,1.4939e-005
1018,5.5414e-006
1019,5.7286e-006
1020,4.929e-006
1021,1.0411e-005
1022,1.0853e-005
1023,1.0931e-005
1024,1.621e-005
1025,1.6052e-005
1026,1.6517e-005
1027,1.6682e-005
1028,1.6707e-005
1029,4.5968e-007
1030,0.
1031,0.
1032,0.
1033,0.
1034,0.
1035,0.
1036,0.
1037,0.
1038,0.
1039,0.
1040,0.
1041,0.
1042,0.
1043,0.
1044,0.
1045,0.
1046,0.
1047,0.
1048,0.
1049,0.
1050,0.
1051,0.
1052,0.
1053,0.
1054,0.
1055,0.
1056,0.
1057,0.
1058,0.
1059,0.
1060,0.
1061,0.
1062,0.
1063,0.
1064,0.
1065,0.
1066,0.
1067,0.
1068,0.
1069,0.
1070,0.
1071,0.
1072,0.
1073,0.
1074,0.
1075,0.
1076,0.
1077,0.
1078,0.
1079,0.
1080,0.
1081,0.
1082,0.
1083,0.
1084,0.
1085,0.
1086,0.
1087,0.
1088,0.
1089,0.
1090,0.
1091,0.
1092,0.
1093,0.
1094,0.
1095,0.
1096,0.
1097,0.
1098,0.
1099,0.
1100,0.
1101,0.
1102,0.
1103,0.
1104,0.
1105,0.
1106,0.
1107,0.
1108,0.
1109,0.
1110,0.
1111,0.
1112,0.
1113,0.
1114,0.
1115,0.
1116,0.
1117,0.
1118,0.
1119,0.
1120,0.
1121,0.
1122,0.
1123,0.
1124,0.
1125,0.
1126,0.
1127,0.
1128,0.
1129,0.
1130,0.
1131,0.
1132,0.
1133,0.
1134,0.
1135,0.
1136,0.
1137,0.
1138,0.
1139,0.
1140,0.
1141,0.
1142,0.
1143,0.
1144,0.
1145,0.
1146,0.
1147,0.
1148,0.
1149,0.
1150,0.
1151,0.
1152,0.
1153,0.
1154,0.
1155,0.
1156,0.
1157,0.
1158,0.
1159,0.
1160,0.
1161,0.
1162,0.
1163,0.
1164,0.
1165,0.
1166,0.
1167,0.
1168,0.
1169,0.
1170,0.
1171,0.
1172,0.
1173,0.
1174,0.
1175,0.
1176,0.
1177,0.
1178,0.
1179,0.
1180,0.
1181,0.
1182,0.
1183,0.
1184,0.
1185,8.5561e-004
1186,6.9733e-005
1187,6.2335e-005
1188,1.3075e-003
1189,1.2977e-003
1190,4.4317e-004
1191,4.3402e-004
1192,5.4511e-005
1193,4.8433e-005
1194,1.2412e-003
1195,1.9144e-003
1196,1.8388e-003
1197,1.717e-004
1198,2.0087e-004
1199,8.5535e-004
1200,5.5818e-005
1201,8.277e-004
1202,6.6142e-005
1203,6.6062e-005
1204,6.7052e-005
1205,1.9941e-003
1206,1.6063e-003
1207,1.5554e-003
1208,9.6004e-004
1209,3.8127e-005
1210,3.6388e-005
1211,5.3102e-004
1212,1.4443e-003
1213,1.0687e-003
1214,3.4838e-005
1215,4.767e-005
1216,1.0959e-003
1217,1.9636e-004
1218,1.4331e-003
1219,4.7121e-005
1220,3.3319e-005
1221,1.9246e-003
1222,8.6324e-004
1223,1.2106e-004
1224,7.6359e-004
1225,3.7235e-004
1226,2.0826e-003
1227,6.4971e-004
1228,9.815e-005
1229,5.0262e-005
1230,1.884e-004
1231,3.768e-005
1232,3.72e-005
1233,1.6793e-003
1234,1.4015e-003
1235,1.2834e-003
1236,6.8417e-005
1237,4.2119e-004
1238,1.2266e-004
1239,2.2025e-005
1240,2.2045e-005
1241,9.3864e-005
1242,5.5406e-005
1243,6.0649e-005
1244,3.1793e-004
1245,3.6827e-005
1246,6.3611e-004
1247,8.8137e-005
1248,2.0118e-003
1249,6.0761e-004
1250,1.7647e-003
1251,3.4772e-005
1252,6.6176e-005
1253,6.6633e-005
1254,2.0826e-003
1255,1.4149e-003
1256,1.2498e-003
1257,2.0991e-003
1258,1.6805e-003
1259,3.0027e-004
1260,2.8412e-004
1261,1.1242e-003
1262,5.8121e-004
1263,6.7387e-004
1264,1.0488e-003
1265,2.7667e-005
1266,2.5606e-005
1267,5.3082e-005
1268,3.8451e-005
1269,1.4368e-003
1270,1.6563e-003
1271,4.1389e-004
1272,1.2252e-003
1273,5.5549e-005
1274,7.195e-005
1275,2.1222e-003
1276,1.0616e-003
1277,3.8579e-005
1278,3.13e-005
1279,3.0906e-005
1280,5.0963e-004
1281,1.94e-003
1282,6.746e-004
1283,3.4033e-005
1284,2.099e-003
1285,2.4396e-004
1286,1.4403e-003
1287,3.4746e-004
1288,6.5276e-005
1289,3.1102e-005
1290,3.4102e-005
1291,2.1734e-004
1292,1.3956e-003
1293,2.7129e-004
1294,4.1089e-004
1295,1.6767e-004
1296,2.9339e-005
1297,1.9695e-003
1298,2.7941e-005
1299,3.7901e-005
1300,1.7478e-003
1301,3.2991e-004
1302,5.2925e-004
1303,4.9499e-005
1304,7.3404e-005
1305,1.0995e-004
1306,1.8742e-003
1307,2.0285e-003
1308,1.8991e-003
1309,4.7934e-005
1310,5.383e-004
1311,1.4931e-004
1312,8.2225e-005
1313,1.1975e-004
1314,2.5676e-005
1315,2.1323e-003
1316,6.678e-004
1317,5.3018e-005
1318,1.5314e-003
1319,4.3881e-005
1320,2.5127e-005
1321,2.9165e-005
1322,7.8288e-005
1323,1.7036e-003
1324,1.0574e-004
1325,3.2583e-004
1326,1.609e-003
1327,2.9366e-005
1328,1.5227e-003
1329,5.0616e-004
1330,1.7705e-003
1331,4.1344e-004
1332,5.3472e-005
1333,4.4742e-005
1334,1.1258e-003
1335,1.3697e-004
1336,8.8134e-004
1337,1.0444e-003
1338,1.2099e-004
1339,2.884e-005
1340,3.7384e-005
1341,1.8472e-003
1342,4.3906e-004
1343,2.8545e-004
1344,1.5154e-003
1345,6.6609e-007
1346,5.8547e-007
1347,3.3363e-010
1348,1.6255e-006
1349,1.7789e-006
1350,1.8347e-006
1351,2.5543e-006
1352,2.7614e-006
1353,2.3589e-006
1354,2.7347e-006
1355,3.1345e-006
1356,1.4115e-011
1357,6.4456e-009
1358,7.2198e-012
1359,2.5181e-006
1360,9.074e-009
1361,2.8947e-006
1362,1.8573e-006
1363,1.2596e-006
1364,1.2861e-006
1365,3.0941e-011
1366,2.6183e-006
1367,2.5055e-006
1368,5.6439e-013
1369,1.8553e-009
1370,1.1918e-007
1371,1.2472e-012
1372,1.018e-007
1373,6.1306e-010
1374,1.5821e-010
1375,9.6677e-007
1376,2.774e-006
1377,3.0097e-006
1378,3.2022e-006
1379,2.9706e-006
1380,2.8869e-006
1381,3.2402e-006
1382,7.0039e-007
1383,1.4117e-006
1384,3.6302e-006
1385,3.8612e-006
1386,3.6916e-011
1387,2.5304e-006
1388,3.8154e-006
1389,1.1111e-006
1390,1.9014e-009
1391,1.5733e-006
1392,3.1899e-006
1393,2.8828e-006
1394,3.0967e-006
1395,3.632e-006
1396,3.6192e-006
1397,1.7064e-006
1398,3.2735e-006
1399,3.8353e-006
1400,2.8629e-007
1401,4.1953e-012
1402,3.6417e-006
1403,3.9698e-006
1404,3.6546e-006
1405,3.7e-006
1406,1.03e-010
1407,1.0598e-011
1408,1.0615e-006
1409,3.3391e-006
1410,3.45e-006
1411,3.8211e-006
1412,4.3373e-010
1413,1.0856e-007
1414,3.2168e-006
1415,1.9966e-006
1416,3.2789e-006
1417,1.5157e-008
1418,3.4456e-006
1419,2.6014e-007
1420,3.7057e-006
1421,2.3849e-013
1422,2.2355e-013
1423,2.7087e-006
1424,1.4032e-006
1425,2.7594e-006
1426,2.938e-006
1427,2.9206e-006
1428,2.5703e-013
1429,1.6494e-008
1430,2.5974e-007
1431,1.3303e-011
1432,3.9366e-006
1433,3.2854e-006
1434,3.3677e-006
1435,5.7133e-007
1436,4.6902e-011
1437,4.3198e-010
1438,3.2056e-006
1439,1.8494e-006
1440,7.6429e-007
1441,1.5307e-009
1442,4.0109e-006
1443,3.7261e-006
1444,3.596e-006
1445,3.2351e-008
1446,3.6123e-006
1447,2.7302e-006
1448,3.9884e-006
1449,3.6781e-006
1450,1.9369e-009
1451,3.8998e-006
1452,3.2821e-006
1453,3.0231e-009
1454,3.5899e-006
1455,4.7438e-007
1456,5.2641e-009
1457,6.782e-013
1458,3.2224e-012
1459,1.5935e-006
1460,2.8277e-006
1461,1.6604e-006
1462,3.302e-006
1463,3.2395e-006
1464,3.9473e-006
1465,3.6712e-006
1466,7.6201e-007
1467,3.5572e-006
1468,1.7164e-006
1469,3.8174e-007
1470,3.8605e-006
1471,5.781e-012
1472,1.4466e-010
1473,3.4279e-008
1474,4.246e-009
1475,9.2899e-007
1476,2.3375e-006
1477,3.2947e-006
1478,1.2848e-012
1479,1.0314e-006
1480,3.6516e-006
1481,4.1946e-006
1482,9.6154e-011
1483,3.6083e-006
