NodeNumber,Equivalent Stress (Pa)
469,5.52E+07
470,5.76E+07
471,5.80E+07
472,6.23E+07
473,5.83E+07
474,6.33E+07
475,6.29E+07
476,6.69E+07
477,5.89E+07
478,6.42E+07
479,6.17E+07
480,6.56E+07
481,6.31E+07
482,6.51E+07
483,6.18E+07
484,6.50E+07
485,6.41E+07
486,6.66E+07
487,6.72E+07
488,6.44E+07
489,6.28E+07
490,6.41E+07
491,6.04E+07
492,6.54E+07
493,6.33E+07
494,6.61E+07
495,6.14E+07
496,6.03E+07
497,6.32E+07
498,6.27E+07
499,5.85E+07
500,5.99E+07
501,6.01E+07
502,5.67E+07
503,5.71E+07
504,5.33E+07
505,5.56E+07
506,5.51E+07
507,5.25E+07
508,5.65E+07
509,5.06E+07
510,4.87E+07
511,4.81E+07
512,4.55E+07
513,4.37E+07
514,4.19E+07
515,3.96E+07
516,3.75E+07
517,3.52E+07
518,2.86E+07
519,1.69E+07
520,1.88E+07
521,0.30785
522,2.376
523,10.515
524,46.923
525,241.02
526,946.6
527,4074.4
528,18704
529,76628
530,2.20E+05
531,8.42E+05
532,2.84E+06
533,6.10E+06
534,1.24E+07
535,1.76E+07
536,2.26E+07
537,2.70E+07
538,0.36982
539,2.63E+07
540,2.06E+07
541,1.45E+07
542,9.01E+06
543,4.15E+06
544,1.67E+06
545,5.71E+05
546,1.25E+05
547,29232
548,6410.1
549,1723.3
550,337.36
551,78.535
552,18.146
553,3.2833
554,3.95E+06
555,2.97E+06
556,1.12E+06
557,3.34E+05
558,81332
559,25.698
560,20.993
561,13.503
562,4.3336
563,0.85801
564,2.07E+07
565,2.53E+07
566,2.87E+07
567,3.17E+07
568,3.74E+07
569,3.39E+07
570,3.50E+07
571,3.95E+07
572,3.30E+07
573,2.83E+07
574,2.22E+07
575,0.22635
576,0.2323
577,0.20664
578,0.26078
579,0.19408
580,0.17537
581,0.26727
582,4.14E+07
583,2.76E+07
584,2.04E+07
585,1.52E+07
586,1.02E+07
587,5.77E+06
588,7.17E+06
589,1.06E+07
590,1.58E+07
591,1.72E+07
592,1.59E+07
593,1.59E+07
594,1.72E+07
595,1.54E+07
596,1.10E+07
597,6.70E+06
598,5.87E+06
599,1.01E+07
600,1.52E+07
601,2.05E+07
602,2.73E+07
603,4.12E+07
604,1.70E+07
605,1.90E+07
606,1.98E+07
607,2.19E+07
608,2.91E+07
609,2.22E+07
610,2.60E+07
611,3.30E+07
612,2.39E+07
613,2.76E+07
614,3.19E+07
615,3.26E+07
616,2.91E+07
617,3.89E+07
618,4.75E+07
619,3.71E+07
620,5.79E+07
621,3.85E+07
622,4.06E+07
623,4.30E+07
624,4.76E+07
625,6.81E+07
626,5.53E+07
627,4.49E+07
628,5.94E+07
629,5.05E+07
630,4.92E+07
631,5.28E+07
632,4.71E+07
633,4.45E+07
634,4.36E+07
635,4.39E+07
636,4.59E+07
637,1.91E+07
638,4.72E+07
639,4.51E+07
640,1.95E+07
641,1.90E+07
642,1.95E+07
643,3.22E+07
644,2.72E+07
645,3.70E+07
646,4.72E+07
647,1.87E+07
648,4.77E+07
649,3.65E+07
650,2.44E+07
651,1.92E+07
652,2.11E+07
653,1.99E+07
654,1.98E+07
655,1.89E+07
656,1.94E+07
657,1.94E+07
658,1.84E+07
659,5.04E+07
660,4.36E+07
661,4.68E+07
662,3.92E+07
663,1.89E+07
664,1.74E+07
665,1.76E+07
666,1.73E+07
667,2.59E+07
668,2.08E+07
669,1.92E+07
670,1.87E+07
671,1.93E+07
672,1.81E+07
673,1.69E+07
674,1.58E+07
675,1.58E+07
676,1.56E+07
677,1.58E+07
678,1.67E+07
679,1.67E+07
680,1.60E+07
681,1.99E+07
682,1.98E+07
683,1.76E+07
684,1.57E+07
685,1.58E+07
686,1.91E+07
687,2.23E+07
688,2.28E+07
689,1.84E+07
690,1.98E+07
691,1.61E+07
692,1.31E+07
693,1.42E+07
694,1.44E+07
695,1.04E+07
696,1.13E+07
697,1.89E+07
698,1.28E+07
699,1.42E+07
700,1.08E+07
701,2.33E+07
702,2.00E+07
703,1.63E+07
704,2.25E+07
705,1.92E+07
706,1.66E+07
707,1.66E+07
708,1.53E+07
709,1.78E+07
710,1.95E+07
711,1.22E+07
712,1.28E+07
713,1.58E+07
714,1.41E+07
715,1.36E+07
716,1.10E+07
717,1.28E+07
718,1.90E+07
719,1.73E+07
720,2.58E+07
721,1.68E+07
722,1.13E+07
723,1.53E+07
724,1.14E+07
725,1.82E+07
726,1.80E+07
727,1.50E+07
728,1.26E+07
729,4.31E+07
730,2.95E+07
731,7.16E+07
732,7.57E+07
733,7.94E+07
734,7.14E+07
735,8.20E+07
736,7.77E+07
737,8.11E+07
738,7.48E+07
739,8.24E+07
740,8.67E+07
741,8.70E+07
742,8.71E+07
743,9.02E+07
744,8.64E+07
745,9.31E+07
746,8.67E+07
747,8.70E+07
748,8.72E+07
749,9.13E+07
750,9.22E+07
751,8.91E+07
752,9.03E+07
753,9.21E+07
754,9.72E+07
755,8.82E+07
756,9.13E+07
757,8.96E+07
758,9.37E+07
759,9.00E+07
760,8.98E+07
761,8.47E+07
762,8.38E+07
763,8.86E+07
764,8.63E+07
765,8.46E+07
766,8.53E+07
767,8.23E+07
768,8.56E+07
769,8.25E+07
770,8.23E+07
771,8.05E+07
772,8.01E+07
773,9.76E+07
774,9.17E+07
775,8.89E+07
776,9.62E+07
777,9.16E+07
778,9.45E+07
779,9.31E+07
780,9.38E+07
781,9.07E+07
782,9.77E+07
783,9.04E+07
784,9.71E+07
785,9.49E+07
786,9.60E+07
787,9.59E+07
788,9.33E+07
789,8.87E+07
790,9.43E+07
791,9.22E+07
792,9.03E+07
793,9.92E+07
794,9.20E+07
795,9.38E+07
796,9.67E+07
797,8.86E+07
798,8.95E+07
799,9.31E+07
800,8.61E+07
801,9.20E+07
802,9.44E+07
803,9.12E+07
804,9.07E+07
805,8.63E+07
806,9.43E+07
807,8.63E+07
808,9.69E+07
809,8.30E+07
810,8.82E+07
811,8.63E+07
812,8.45E+07
813,8.33E+07
814,8.19E+07
815,6.74E+07
816,6.69E+07
817,6.51E+07
818,7.00E+07
819,6.85E+07
820,6.94E+07
821,7.10E+07
822,7.29E+07
823,7.42E+07
824,7.44E+07
825,7.83E+07
826,7.43E+07
827,8.03E+07
828,6.57E+07
829,6.37E+07
830,6.43E+07
831,6.12E+07
832,5.84E+07
833,6.00E+07
834,7.47E+07
835,7.74E+07
836,5.26E+07
837,5.07E+07
838,5.37E+07
839,5.88E+07
840,4.63E+07
841,4.65E+07
842,4.41E+07
843,4.47E+07
844,3.92E+07
845,3.92E+07
846,3.59E+07
847,3.48E+07
848,6.06E+07
849,2.95E+07
850,7.59E+07
851,7.22E+07
852,7.72E+07
853,7.01E+07
854,7.86E+07
855,9.09E+07
856,8.66E+07
857,9.64E+07
858,9.29E+07
859,9.29E+07
860,9.05E+07
861,9.90E+07
862,8.63E+07
863,9.13E+07
864,9.19E+07
865,9.42E+07
866,8.77E+07
867,9.41E+07
868,9.20E+07
869,9.49E+07
870,9.37E+07
871,9.52E+07
872,8.71E+07
873,9.33E+07
874,9.19E+07
875,9.47E+07
876,9.50E+07
877,8.99E+07
878,9.06E+07
879,9.01E+07
880,9.42E+07
881,8.99E+07
882,9.52E+07
883,8.38E+07
884,9.47E+07
885,9.05E+07
886,9.13E+07
887,9.04E+07
888,9.12E+07
889,9.45E+07
890,8.89E+07
891,9.23E+07
892,9.19E+07
893,8.49E+07
894,9.26E+07
895,8.42E+07
896,8.64E+07
897,8.65E+07
898,8.60E+07
899,8.72E+07
900,8.47E+07
901,8.71E+07
902,8.46E+07
903,8.23E+07
904,8.43E+07
905,8.02E+07
906,8.81E+07
907,8.29E+07
908,8.29E+07
909,8.63E+07
910,7.81E+07
911,8.24E+07
912,8.40E+07
913,8.94E+07
914,8.57E+07
915,8.17E+07
916,8.33E+07
917,7.91E+07
918,8.73E+07
919,9.65E+07
920,9.20E+07
921,9.15E+07
922,8.89E+07
923,8.62E+07
924,9.29E+07
925,9.35E+07
926,9.02E+07
927,7.40E+07
928,8.04E+07
929,8.60E+07
930,7.60E+07
931,8.29E+07
932,8.11E+07
933,7.67E+07
934,7.99E+07
935,7.54E+07
936,7.79E+07
937,7.51E+07
938,7.48E+07
939,7.62E+07
940,7.44E+07
941,7.46E+07
942,7.52E+07
943,6.97E+07
944,7.48E+07
945,6.69E+07
946,7.17E+07
947,6.91E+07
948,6.44E+07
949,6.26E+07
950,6.07E+07
951,6.44E+07
952,5.89E+07
953,6.08E+07
954,6.06E+07
955,5.92E+07
956,6.03E+07
957,5.66E+07
958,5.41E+07
959,5.10E+07
960,5.62E+07
961,5.09E+07
962,4.53E+07
963,4.57E+07
964,4.47E+07
965,3.88E+07
966,3.47E+07
967,4.25E+07
968,3.48E+07
969,1.40E+07
970,1.42E+07
971,2.62E+07
972,3.16E+07
973,3.81E+06
974,3.27E+07
975,2.96E+07
976,2.94E+07
977,2.50E+07
978,2.56E+07
979,2.39E+07
980,2.57E+07
981,2.87E+07
982,2.71E+07
983,2.65E+07
984,2.59E+07
985,2.94E+07
986,2.59E+07
987,2.74E+07
988,2.64E+07
989,2.73E+07
990,2.25E+07
991,2.70E+07
992,2.44E+07
993,2.09E+07
994,1.98E+07
995,2.64E+07
996,2.23E+07
997,2.40E+07
998,2.06E+07
999,2.45E+07
1000,2.76E+07
1001,2.69E+07
1002,2.79E+07
1003,2.87E+07
1004,2.50E+07
1005,2.45E+07
1006,2.54E+07
1007,2.24E+07
1008,2.49E+07
1009,2.48E+07
1010,2.44E+07
1011,2.36E+07
1012,2.75E+07
1013,2.74E+07
1014,2.10E+07
1015,2.17E+07
1016,1.96E+07
1017,2.16E+07
1018,3.02E+07
1019,2.63E+07
1020,3.33E+07
1021,2.64E+07
1022,2.63E+07
1023,2.53E+07
1024,2.64E+07
1025,2.80E+07
1026,2.66E+07
1027,2.67E+07
1028,2.64E+07
1029,3.82E+06
1030,1530.8
1031,5.31E+06
1032,4.88E+06
1033,55.137
1034,63015
1035,76.171
1036,62381
1037,6.31E+06
1038,6.94E+06
1039,213.29
1040,3.6505
1041,9.10E+05
1042,10688
1043,6.0007
1044,8.79E+05
1045,1164.5
1046,5531
1047,4.76E+06
1048,1.29E+07
1049,5.78E+06
1050,427.98
1051,422.15
1052,18531
1053,1.31E+07
1054,1.00E+07
1055,9.39E+06
1056,24.794
1057,5.96E+06
1058,502.51
1059,36.418
1060,1.67E+06
1061,8.36E+05
1062,6545.6
1063,120.39
1064,1.24E+05
1065,1.325
1066,1.4795
1067,1499.9
1068,7.38E+06
1069,74849
1070,1.27E+07
1071,6.34E+06
1072,5.15E+06
1073,5.82E+06
1074,15816
1075,8.03E+06
1076,4.67E+06
1077,14.764
1078,1.86E+06
1079,4.6117
1080,3.9928
1081,4.64E+06
1082,17897
1083,23.434
1084,9.26E+06
1085,78.572
1086,4.86E+06
1087,37383
1088,2.05E+06
1089,5.74E+06
1090,5.91E+06
1091,17875
1092,1.41E+07
1093,1.40E+05
1094,3.00E+06
1095,1.67E+07
1096,27.223
1097,4.48E+06
1098,7.26E+06
1099,7.53E+06
1100,4.32E+06
1101,2.82E+05
1102,5251.2
1103,1.82E+07
1104,112.17
1105,6.85E+06
1106,7.68E+06
1107,1.62E+07
1108,5394.8
1109,19631
1110,252.59
1111,5.32E+06
1112,16883
1113,1281.3
1114,168.88
1115,48.614
1116,0.38276
1117,123.66
1118,1.55E+07
1119,106.19
1120,4139.3
1121,5.52E+05
1122,2.16E+06
1123,1.41E+06
1124,6.78E+06
1125,10.655
1126,42191
1127,37348
1128,1.40E+05
1129,1.8146
1130,1.9667
1131,5.55E+05
1132,0.709
1133,1536
1134,1.67E+07
1135,4489.8
1136,1.23E+07
1137,1.03E+07
1138,5.25E+05
1139,1.0095
1140,9.18E+06
1141,1.01E+07
1142,3.60E+05
1143,1.7404
1144,1.9116
1145,7.11E+06
1146,7.6767
1147,2.37E+05
1148,13875
1149,321.17
1150,6.7051
1151,2.04E+06
1152,6.46E+06
1153,13.209
1154,60.664
1155,615.02
1156,2.47E+06
1157,494.61
1158,6.44E+06
1159,14.825
1160,1.50E+07
1161,8.75E+06
1162,1871.5
1163,0.34125
1164,1.57E+06
1165,5.93E+06
1166,43421
1167,27.838
1168,49333
1169,241.05
1170,3.77E+06
1171,1.27E+07
1172,1.06E+05
1173,16.12
1174,5.85E+06
1175,3.85E+06
1176,2.0694
1177,2.1775
1178,48.367
1179,1.82E+05
1180,1.17E+07
1181,33603
1182,27144
1183,1.00E+07
1184,7.9122
1185,1.24E+07
1186,4.45E+07
1187,4.46E+07
1188,6.71E+06
1189,6.34E+06
1190,2.60E+07
1191,2.65E+07
1192,4.37E+07
1193,4.39E+07
1194,6.76E+06
1195,1.59E+06
1196,2.20E+06
1197,4.50E+07
1198,4.51E+07
1199,1.29E+07
1200,4.10E+07
1201,1.28E+07
1202,4.22E+07
1203,3.41E+07
1204,3.46E+07
1205,1.56E+06
1206,4.76E+06
1207,4.39E+06
1208,1.12E+07
1209,4.69E+07
1210,4.76E+07
1211,1.69E+07
1212,5.48E+06
1213,9.24E+06
1214,4.29E+07
1215,4.11E+07
1216,8.85E+06
1217,4.77E+07
1218,5.35E+06
1219,4.12E+07
1220,4.23E+07
1221,1.62E+06
1222,1.28E+07
1223,4.86E+07
1224,1.58E+07
1225,3.13E+07
1226,1.60E+06
1227,1.72E+07
1228,4.83E+07
1229,4.26E+07
1230,4.15E+07
1231,3.97E+07
1232,4.23E+07
1233,3.51E+06
1234,3.73E+06
1235,6.25E+06
1236,4.26E+07
1237,1.29E+07
1238,5.00E+07
1239,4.30E+07
1240,4.24E+07
1241,4.33E+07
1242,3.82E+07
1243,3.76E+07
1244,3.45E+07
1245,4.09E+07
1246,1.63E+07
1247,4.30E+07
1248,1.61E+06
1249,1.81E+07
1250,2.86E+06
1251,4.07E+07
1252,3.63E+07
1253,3.69E+07
1254,8.45E+05
1255,4.56E+06
1256,6.84E+06
1257,1.26E+06
1258,3.14E+06
1259,3.57E+07
1260,3.73E+07
1261,8.38E+06
1262,2.17E+07
1263,1.51E+07
1264,9.59E+06
1265,4.38E+07
1266,4.24E+07
1267,3.63E+07
1268,4.01E+07
1269,4.98E+06
1270,3.05E+06
1271,1.70E+07
1272,7.11E+06
1273,3.67E+07
1274,4.17E+07
1275,1.19E+06
1276,9.16E+06
1277,4.91E+07
1278,5.24E+07
1279,5.30E+07
1280,2.32E+07
1281,1.68E+06
1282,1.48E+07
1283,4.01E+07
1284,6.84E+05
1285,4.48E+07
1286,5.14E+06
1287,3.26E+07
1288,3.82E+07
1289,3.93E+07
1290,3.92E+07
1291,4.03E+07
1292,5.20E+06
1293,4.00E+07
1294,2.84E+07
1295,5.32E+07
1296,4.73E+07
1297,1.57E+06
1298,4.78E+07
1299,5.05E+07
1300,2.62E+06
1301,3.21E+07
1302,1.67E+07
1303,4.11E+07
1304,4.18E+07
1305,4.31E+07
1306,1.53E+06
1307,1.20E+06
1308,1.49E+06
1309,4.26E+07
1310,1.52E+07
1311,5.62E+07
1312,4.61E+07
1313,5.42E+07
1314,4.96E+07
1315,1.49E+06
1316,1.77E+07
1317,3.98E+07
1318,5.39E+06
1319,4.61E+07
1320,4.95E+07
1321,3.93E+07
1322,4.50E+07
1323,3.55E+06
1324,5.03E+07
1325,3.22E+07
1326,4.60E+06
1327,4.14E+07
1328,5.27E+06
1329,2.13E+07
1330,2.77E+06
1331,2.25E+07
1332,3.57E+07
1333,4.44E+07
1334,8.53E+06
1335,4.31E+07
1336,1.31E+07
1337,1.02E+07
1338,4.49E+07
1339,3.87E+07
1340,4.54E+07
1341,2.18E+06
1342,2.25E+07
1343,3.56E+07
1344,4.52E+06
1345,3.82E+06
1346,3.31E+06
1347,1922
1348,1.23E+07
1349,1.40E+07
1350,1.57E+07
1351,2.13E+07
1352,2.32E+07
1353,2.14E+07
1354,2.00E+07
1355,2.26E+07
1356,79.417
1357,36788
1358,35.842
1359,2.14E+07
1360,65167
1361,2.61E+07
1362,1.50E+07
1363,8.77E+06
1364,8.90E+06
1365,187.25
1366,2.19E+07
1367,2.05E+07
1368,2.5511
1369,12594
1370,8.23E+05
1371,7.1369
1372,5.97E+05
1373,4068.9
1374,856.81
1375,6.63E+06
1376,2.23E+07
1377,2.41E+07
1378,2.70E+07
1379,2.56E+07
1380,2.39E+07
1381,2.80E+07
1382,4.76E+06
1383,9.28E+06
1384,3.69E+07
1385,3.72E+07
1386,183.43
1387,1.97E+07
1388,3.63E+07
1389,6.67E+06
1390,11685
1391,1.32E+07
1392,3.08E+07
1393,2.44E+07
1394,2.46E+07
1395,3.17E+07
1396,2.85E+07
1397,1.20E+07
1398,2.68E+07
1399,3.60E+07
1400,1.74E+06
1401,19.829
1402,3.17E+07
1403,3.54E+07
1404,3.17E+07
1405,3.13E+07
1406,570.1
1407,62.97
1408,7.53E+06
1409,2.97E+07
1410,3.01E+07
1411,3.50E+07
1412,2586.4
1413,6.12E+05
1414,2.95E+07
1415,1.53E+07
1416,2.11E+07
1417,96430
1418,2.53E+07
1419,1.39E+06
1420,3.37E+07
1421,0.91641
1422,0.82809
1423,2.27E+07
1424,4.48E+06
1425,2.39E+07
1426,2.43E+07
1427,2.38E+07
1428,0.89589
1429,1.10E+05
1430,1.41E+06
1431,61.906
1432,3.81E+07
1433,2.81E+07
1434,2.85E+07
1435,2.65E+06
1436,307.2
1437,2616.5
1438,3.03E+07
1439,1.44E+07
1440,4.57E+06
1441,8849.1
1442,3.78E+07
1443,3.48E+07
1444,2.84E+07
1445,1.97E+05
1446,3.22E+07
1447,2.45E+07
1448,3.98E+07
1449,3.38E+07
1450,12279
1451,2.19E+07
1452,3.25E+07
1453,19718
1454,3.44E+07
1455,2.26E+06
1456,36207
1457,3.1386
1458,16.696
1459,1.19E+07
1460,2.47E+07
1461,8.36E+06
1462,3.21E+07
1463,2.41E+07
1464,2.56E+07
1465,3.41E+07
1466,4.81E+06
1467,3.14E+07
1468,1.36E+07
1469,2.80E+06
1470,4.04E+07
1471,36.781
1472,776.87
1473,2.30E+05
1474,31031
1475,5.05E+06
1476,2.09E+07
1477,2.83E+07
1478,7.0178
1479,7.61E+06
1480,3.28E+07
1481,4.26E+07
1482,478.85
1483,3.49E+07
1484,3.19E+07
1485,3.11E+07
1486,2935.3
1487,10648
1488,1.52E+07
1489,2.75E+07
1490,1.95E+07
1491,177.68
1492,7.72E+05
1493,1.35E+06
1494,1.05E+07
1495,3.20E+07
1496,3.16E+07
1497,2.28E+07
1498,2.45E+07
1499,2.87E+07
1500,123.49
1501,17050
1502,3.09E+07
1503,2.09E+07
1504,0.31996
1505,4.21E+06
1506,7.60E+06
1507,3.08E+07
1508,3.57E+07
1509,975.78
1510,3.32E+07
1511,2.10E+07
1512,1.43E+07
1513,2.07E+07
1514,4.8973
1515,96.377
1516,52881
1517,3809.5
1518,37.958
1519,2.50E+06
1520,10.195
1521,1.95E+07
1522,3.36E+07
1523,54987
1524,86639
1525,5.73E+05
1526,0.62932
1527,7.60E+06
1528,1.12E+07
1529,3.20E+07
1530,4.68E+06
1531,1.64E+07
1532,23.815
1533,2.89E+07
1534,2.20E+07
1535,3.40E+07
1536,3.35E+07
1537,3.24E+07
1538,4.02E+07
1539,1.26E+07
1540,1.71E+07
1541,1.62E+07
1542,0.83638
1543,2.89E+07
1544,2.82E+07
1545,3.24E+05
1546,3.70E+07
1547,2.05E+07
1548,20.399
1549,1.49E+07
1550,3.07E+05
1551,1.56E+07
1552,702.14
1553,2.34E+07
1554,192.56
1555,1.73E+07
1556,1.61E+07
