NodeNumber,Total Deformation (m)
314,1.031e-005
315,1.0197e-005
316,1.0136e-005
317,9.6717e-006
318,9.0985e-006
319,8.8502e-006
320,8.1154e-006
321,7.5885e-006
322,7.0768e-006
323,6.5508e-006
324,6.0612e-006
325,5.6911e-006
326,5.4412e-006
327,5.5166e-006
328,8.6271e-006
329,1.3709e-005
330,1.1638e-002
331,1.9022e-005
332,1.0592e-002
333,9.5463e-003
334,8.5019e-003
335,7.4607e-003
336,6.4252e-003
337,5.3981e-003
338,4.3836e-003
339,3.3872e-003
340,2.4157e-003
341,1.5461e-003
342,7.9925e-004
343,3.3334e-004
344,1.5159e-004
345,6.2981e-005
346,3.8537e-005
347,2.7432e-005
348,1.2937e-005
349,8.2177e-006
350,1.4115e-005
351,1.1622e-002
352,1.1628e-002
353,1.1633e-002
354,1.1638e-002
355,1.1641e-002
356,1.1642e-002
357,1.1642e-002
358,1.164e-002
359,2.4274e-005
360,3.2883e-005
361,4.6878e-005
362,8.3382e-005
363,1.8497e-004
364,4.8692e-004
365,1.1481e-003
366,2.0469e-003
367,3.0064e-003
368,3.9947e-003
369,5.0033e-003
370,6.0263e-003
371,7.0593e-003
372,8.0987e-003
373,9.1422e-003
374,1.0333e-002
375,1.3635e-005
376,8.3081e-006
377,1.3483e-005
378,8.5236e-003
379,8.1642e-003
380,8.0322e-003
381,8.1622e-003
382,8.52e-003
383,7.0347e-004
384,4.2241e-004
385,3.3474e-004
386,4.1815e-004
387,7.0109e-004
388,1.3011e-005
389,1.468e-005
390,1.5826e-005
391,1.6914e-005
392,1.7968e-005
393,1.8969e-005
394,2.0081e-005
395,2.1115e-005
396,2.2029e-005
397,2.3061e-005
398,2.3997e-005
399,2.495e-005
400,2.5844e-005
401,2.6692e-005
402,2.755e-005
403,2.8402e-005
404,2.9108e-005
405,2.9743e-005
406,3.0415e-005
407,3.1194e-005
408,3.1467e-005
409,3.1951e-005
410,3.2771e-005
411,3.3238e-005
412,3.3857e-005
413,3.4452e-005
414,3.4767e-005
415,3.5045e-005
416,3.5285e-005
417,3.5705e-005
418,3.5626e-005
419,3.5434e-005
420,3.5572e-005
421,3.5884e-005
422,3.5208e-005
423,3.515e-005
424,3.497e-005
425,3.4554e-005
426,3.4313e-005
427,3.3679e-005
428,3.3072e-005
429,3.252e-005
430,3.1429e-005
431,3.0264e-005
432,2.9406e-005
433,2.8319e-005
434,2.7183e-005
435,2.5816e-005
436,2.4362e-005
437,2.273e-005
438,2.1389e-005
439,1.9914e-005
440,1.8846e-005
441,1.8376e-005
442,1.5842e-005
443,2.2363e-005
444,3.2564e-005
445,6.6414e-005
446,1.0315e-004
447,1.2164e-004
448,1.0587e-004
449,6.7813e-005
450,3.2301e-005
451,1.7388e-005
452,6.3272e-006
453,5.2582e-006
454,2.9892e-006
455,1.9956e-006
456,1.4002e-005
457,8.8835e-006
458,5.1787e-006
459,3.2199e-006
460,1.3758e-006
461,1.5873e-005
462,2.9192e-005
463,2.8638e-005
464,1.8879e-005
465,7.9009e-006
466,5.6173e-006
467,5.5596e-006
468,5.8165e-006
469,6.2017e-006
470,6.7777e-006
471,7.3497e-006
472,7.9625e-006
473,8.4522e-006
474,9.0894e-006
475,9.4954e-006
476,9.9875e-006
477,1.0252e-005
478,1.0503e-005
479,1.057e-005
480,1.0825e-005
481,1.094e-005
482,1.1015e-005
483,1.1178e-005
484,1.1351e-005
485,1.1232e-005
486,1.1329e-005
487,1.1367e-005
488,1.1111e-005
489,1.1225e-005
490,1.1171e-005
491,1.1194e-005
492,1.1077e-005
493,1.1082e-005
494,1.1065e-005
495,1.0938e-005
496,1.0753e-005
497,1.0775e-005
498,1.0619e-005
499,1.0498e-005
500,1.0461e-005
501,1.0362e-005
502,1.0319e-005
503,1.0392e-005
504,1.0133e-005
505,9.9789e-006
506,9.8794e-006
507,9.779e-006
508,9.7096e-006
509,9.552e-006
510,9.3624e-006
511,9.2462e-006
512,9.0536e-006
513,8.9615e-006
514,8.815e-006
515,8.521e-006
516,8.3031e-006
517,8.1434e-006
518,7.9435e-006
519,9.2276e-006
520,1.1061e-005
521,2.5997e-013
522,5.136e-013
523,2.3192e-012
524,1.0279e-011
525,4.5353e-011
526,1.9644e-010
527,8.9698e-010
528,3.4393e-009
529,1.5045e-008
530,6.6392e-008
531,2.2601e-007
532,7.731e-007
533,1.5937e-006
534,2.7288e-006
535,3.7936e-006
536,4.6336e-006
537,5.3024e-006
538,2.5617e-013
539,5.0308e-006
540,4.2074e-006
541,3.0646e-006
542,2.0984e-006
543,1.0857e-006
544,4.2721e-007
545,1.0909e-007
546,2.852e-008
547,6.7966e-009
548,1.4463e-009
549,3.4023e-010
550,7.9938e-011
551,1.8775e-011
552,3.9967e-012
553,6.8937e-013
554,1.217e-006
555,5.1493e-007
556,1.7355e-007
557,5.2218e-008
558,1.2423e-008
559,1.1632e-011
560,5.7706e-012
561,1.9828e-012
562,6.4077e-013
563,2.0674e-013
564,6.9673e-006
565,6.0893e-006
566,5.0079e-006
567,4.066e-006
568,3.4965e-006
569,3.3394e-006
570,3.369e-006
571,3.3786e-006
572,3.6544e-006
573,4.8171e-006
574,6.4304e-006
575,2.3977e-013
576,2.6768e-013
577,2.0407e-013
578,1.0135e-013
579,2.0383e-013
580,2.7072e-013
581,2.6523e-013
582,7.6628e-005
583,4.5445e-005
584,2.6971e-005
585,1.7822e-005
586,1.2577e-005
587,8.1496e-006
588,4.3625e-006
589,2.0111e-006
590,1.1212e-006
591,7.8578e-007
592,4.446e-007
593,4.4621e-007
594,8.0905e-007
595,1.1285e-006
596,2.0205e-006
597,4.4203e-006
598,8.2155e-006
599,1.2672e-005
600,1.8026e-005
601,2.6991e-005
602,4.5625e-005
603,7.6634e-005
604,1.0193e-005
605,9.4814e-006
606,9.5607e-006
607,1.2215e-005
608,1.5405e-005
609,1.2143e-005
610,8.9051e-006
611,1.8275e-005
612,1.2299e-005
613,8.6815e-006
614,1.1257e-005
615,1.6947e-005
616,1.196e-005
617,2.111e-005
618,3.1165e-005
619,1.2432e-005
620,5.2206e-005
621,1.9129e-005
622,1.214e-005
623,2.0314e-005
624,3.1116e-005
625,7.3783e-005
626,4.5522e-005
627,1.9425e-005
628,6.3815e-005
629,2.947e-005
630,2.7671e-005
631,4.1068e-005
632,1.9168e-005
633,1.2199e-005
634,1.2384e-005
635,1.0882e-005
636,1.8162e-005
637,7.869e-007
638,1.0221e-004
639,1.2523e-004
640,8.6791e-007
641,1.6494e-006
642,1.4802e-006
643,8.5265e-005
644,5.7965e-005
645,1.1372e-004
646,1.4714e-004
647,1.5135e-006
648,1.4988e-004
649,1.0853e-004
650,7.4991e-005
651,7.8699e-007
652,5.0341e-005
653,5.91e-007
654,5.9274e-007
655,1.105e-006
656,8.8726e-007
657,1.1592e-006
658,1.7534e-006
659,1.6219e-004
660,1.3528e-004
661,1.4906e-004
662,1.1699e-004
663,1.7865e-006
664,2.281e-006
665,2.4548e-006
666,2.473e-006
667,7.0878e-005
668,4.0419e-005
669,9.5207e-007
670,2.0359e-006
671,1.2572e-006
672,2.1053e-006
673,2.6172e-006
674,3.0808e-006
675,3.2883e-006
676,3.4788e-006
677,3.4558e-006
678,4.1131e-006
679,4.6738e-006
680,3.0978e-006
681,5.4224e-006
682,6.7053e-006
683,4.2679e-006
684,2.9e-006
685,3.8254e-006
686,5.3307e-006
687,7.2947e-006
688,1.0103e-005
689,8.3262e-006
690,1.2681e-005
691,5.0288e-006
692,5.9456e-006
693,1.0119e-005
694,1.4461e-005
695,1.1909e-005
696,1.536e-005
697,1.702e-005
698,1.8713e-005
699,1.9521e-005
700,2.2111e-005
701,1.394e-005
702,1.7666e-005
703,2.0862e-005
704,1.0113e-005
705,6.6227e-006
706,4.5994e-006
707,2.586e-006
708,4.8099e-006
709,8.7447e-006
710,1.3542e-005
711,7.0652e-006
712,1.1796e-005
713,1.6699e-005
714,2.2713e-005
715,2.0535e-005
716,2.3015e-005
717,2.3587e-005
718,3.4367e-005
719,2.9465e-005
720,5.4278e-005
721,2.8687e-005
722,2.3182e-005
723,2.4137e-005
724,2.0944e-005
725,3.4778e-005
726,3.1436e-005
727,2.0851e-005
728,1.6855e-005
729,9.7037e-005
730,1.1421e-005
731,1.4472e-005
732,1.1034e-005
733,1.3484e-005
734,8.0626e-006
735,1.1523e-005
736,1.5548e-005
737,1.571e-005
738,7.7135e-006
739,1.1971e-005
740,2.653e-005
741,2.5943e-005
742,2.6504e-005
743,1.9453e-005
744,1.8159e-005
745,1.789e-005
746,2.6297e-005
747,1.7644e-005
748,2.5885e-005
749,1.7539e-005
750,2.5891e-005
751,1.7248e-005
752,2.4575e-005
753,1.7101e-005
754,2.3142e-005
755,1.6871e-005
756,2.4351e-005
757,1.7298e-005
758,2.6245e-005
759,2.9405e-005
760,2.9384e-005
761,1.7376e-005
762,2.5255e-005
763,1.6929e-005
764,2.426e-005
765,1.6584e-005
766,2.3906e-005
767,1.5921e-005
768,2.1415e-005
769,1.5261e-005
770,2.244e-005
771,1.5532e-005
772,2.2585e-005
773,2.7172e-005
774,2.6624e-005
775,2.6657e-005
776,1.969e-005
777,1.8255e-005
778,1.8159e-005
779,1.7637e-005
780,2.6154e-005
781,1.7301e-005
782,2.52e-005
783,1.5936e-005
784,1.8841e-005
785,2.6043e-005
786,2.6359e-005
787,2.5407e-005
788,1.7762e-005
789,1.7345e-005
790,1.7081e-005
791,2.4554e-005
792,1.6434e-005
793,2.3912e-005
794,1.5391e-005
795,1.9572e-005
796,2.2867e-005
797,2.3211e-005
798,2.1527e-005
799,1.7277e-005
800,1.5254e-005
801,1.5419e-005
802,2.4663e-005
803,1.4038e-005
804,2.0294e-005
805,1.3118e-005
806,1.8915e-005
807,1.2079e-005
808,1.5759e-005
809,1.7232e-005
810,1.8873e-005
811,1.54e-005
812,1.0861e-005
813,1.2316e-005
814,9.3541e-006
815,1.9032e-005
816,1.9664e-005
817,1.8267e-005
818,1.5443e-005
819,1.4101e-005
820,1.4617e-005
821,2.0058e-005
822,1.4262e-005
823,2.0384e-005
824,1.4325e-005
825,2.0197e-005
826,1.3605e-005
827,1.528e-005
828,1.3279e-005
829,1.7531e-005
830,1.2809e-005
831,1.6439e-005
832,1.2193e-005
833,1.3926e-005
834,1.5209e-005
835,2.2229e-005
836,1.1751e-005
837,1.1512e-005
838,1.5255e-005
839,1.5792e-005
840,1.4533e-005
841,1.1153e-005
842,1.3837e-005
843,1.0681e-005
844,1.3233e-005
845,1.0878e-005
846,1.2575e-005
847,9.8946e-006
848,1.1798e-005
849,1.0806e-005
850,1.051e-005
851,1.4574e-005
852,1.3988e-005
853,7.3972e-006
854,1.0364e-005
855,2.5887e-005
856,2.525e-005
857,2.5852e-005
858,1.9497e-005
859,1.7599e-005
860,1.7501e-005
861,2.4413e-005
862,1.6121e-005
863,2.3234e-005
864,1.5946e-005
865,2.2798e-005
866,1.4687e-005
867,1.84e-005
868,1.6928e-005
869,2.6121e-005
870,1.6965e-005
871,2.5007e-005
872,1.5534e-005
873,1.922e-005
874,2.6253e-005
875,1.8195e-005
876,2.6437e-005
877,1.7389e-005
878,2.63e-005
879,1.7262e-005
880,2.5607e-005
881,1.6484e-005
882,2.3742e-005
883,1.54e-005
884,2.0677e-005
885,2.8559e-005
886,2.744e-005
887,1.8306e-005
888,2.6978e-005
889,1.7656e-005
890,2.6224e-005
891,1.728e-005
892,2.5638e-005
893,1.6121e-005
894,2.3472e-005
895,1.6056e-005
896,1.9765e-005
897,2.7601e-005
898,2.6245e-005
899,1.8057e-005
900,2.5529e-005
901,1.6985e-005
902,2.3697e-005
903,1.6138e-005
904,2.1717e-005
905,1.5258e-005
906,2.1019e-005
907,1.4267e-005
908,1.3812e-005
909,1.5501e-005
910,8.3041e-006
911,1.0457e-005
912,1.0285e-005
913,1.6303e-005
914,1.0757e-005
915,1.7648e-005
916,1.1928e-005
917,1.7891e-005
918,1.2489e-005
919,1.5961e-005
920,2.043e-005
921,1.3777e-005
922,2.0913e-005
923,1.3614e-005
924,1.8129e-005
925,2.3808e-005
926,1.4186e-005
927,2.5907e-005
928,1.5007e-005
929,2.0507e-005
930,2.2869e-005
931,2.2464e-005
932,1.7157e-005
933,1.4469e-005
934,1.5682e-005
935,2.2039e-005
936,1.4765e-005
937,2.1075e-005
938,1.4546e-005
939,2.0339e-005
940,1.4103e-005
941,1.7309e-005
942,2.0944e-005
943,1.9944e-005
944,1.4931e-005
945,1.9037e-005
946,1.4205e-005
947,1.3733e-005
948,1.8455e-005
949,1.3247e-005
950,1.7577e-005
951,1.2808e-005
952,1.676e-005
953,1.1983e-005
954,1.5185e-005
955,1.1409e-005
956,1.3407e-005
957,1.7227e-005
958,1.6188e-005
959,1.5014e-005
960,1.2178e-005
961,1.1467e-005
962,1.395e-005
963,1.0825e-005
964,1.2375e-005
965,1.3739e-005
966,1.2482e-005
967,1.0834e-005
968,9.8949e-006
969,3.3443e-004
970,3.3325e-004
971,7.9153e-004
972,5.5773e-004
973,6.0561e-007
974,1.4715e-005
975,1.4894e-005
976,1.4383e-005
977,2.8084e-005
978,2.7982e-005
979,2.7701e-005
980,2.7653e-005
981,1.3868e-005
982,4.76e-005
983,4.2807e-005
984,4.5044e-005
985,1.3654e-005
986,2.6136e-005
987,4.0043e-005
988,2.5218e-005
989,1.4527e-005
990,2.6549e-005
991,1.4536e-005
992,1.5625e-005
993,2.4692e-005
994,2.4937e-005
995,4.5921e-005
996,3.4317e-005
997,3.9242e-005
998,3.2046e-005
999,4.3385e-005
1000,3.6679e-005
1001,1.5015e-005
1002,1.4717e-005
1003,1.5114e-005
1004,2.8548e-005
1005,2.7451e-005
1006,2.9342e-005
1007,2.625e-005
1008,1.4492e-005
1009,4.3872e-005
1010,4.2114e-005
1011,3.9205e-005
1012,1.4562e-005
1013,1.5679e-005
1014,2.4502e-005
1015,3.3691e-005
1016,2.4882e-005
1017,3.219e-005
1018,1.3011e-005
1019,1.3959e-005
1020,1.1638e-005
1021,2.3491e-005
1022,2.6466e-005
1023,2.8482e-005
1024,4.0827e-005
1025,3.6699e-005
1026,4.5429e-005
1027,4.7636e-005
1028,4.8043e-005
1029,6.0306e-007
1030,0.
1031,0.
1032,0.
1033,0.
1034,0.
1035,0.
1036,0.
1037,0.
1038,0.
1039,0.
1040,0.
1041,0.
1042,0.
1043,0.
1044,0.
1045,0.
1046,0.
1047,0.
1048,0.
1049,0.
1050,0.
1051,0.
1052,0.
1053,0.
1054,0.
1055,0.
1056,0.
1057,0.
1058,0.
1059,0.
1060,0.
1061,0.
1062,0.
1063,0.
1064,0.
1065,0.
1066,0.
1067,0.
1068,0.
1069,0.
1070,0.
1071,0.
1072,0.
1073,0.
1074,0.
1075,0.
1076,0.
1077,0.
1078,0.
1079,0.
1080,0.
1081,0.
1082,0.
1083,0.
1084,0.
1085,0.
1086,0.
1087,0.
1088,0.
1089,0.
1090,0.
1091,0.
1092,0.
1093,0.
1094,0.
1095,0.
1096,0.
1097,0.
1098,0.
1099,0.
1100,0.
1101,0.
1102,0.
1103,0.
1104,0.
1105,0.
1106,0.
1107,0.
1108,0.
1109,0.
1110,0.
1111,0.
1112,0.
1113,0.
1114,0.
1115,0.
1116,0.
1117,0.
1118,0.
1119,0.
1120,0.
1121,0.
1122,0.
1123,0.
1124,0.
1125,0.
1126,0.
1127,0.
1128,0.
1129,0.
1130,0.
1131,0.
1132,0.
1133,0.
1134,0.
1135,0.
1136,0.
1137,0.
1138,0.
1139,0.
1140,0.
1141,0.
1142,0.
1143,0.
1144,0.
1145,0.
1146,0.
1147,0.
1148,0.
1149,0.
1150,0.
1151,0.
1152,0.
1153,0.
1154,0.
1155,0.
1156,0.
1157,0.
1158,0.
1159,0.
1160,0.
1161,0.
1162,0.
1163,0.
1164,0.
1165,0.
1166,0.
1167,0.
1168,0.
1169,0.
1170,0.
1171,0.
1172,0.
1173,0.
1174,0.
1175,0.
1176,0.
1177,0.
1178,0.
1179,0.
1180,0.
1181,0.
1182,0.
1183,0.
1184,0.
1185,4.8161e-003
1186,3.1792e-004
1187,2.7829e-004
1188,7.0393e-003
1189,6.999e-003
1190,2.6409e-003
1191,2.5791e-003
1192,2.2894e-004
1193,1.9827e-004
1194,6.7135e-003
1195,9.8955e-003
1196,9.5507e-003
1197,9.6045e-004
1198,1.1422e-003
1199,4.8186e-003
1200,2.3755e-004
1201,4.6828e-003
1202,2.9435e-004
1203,2.7689e-004
1204,2.8284e-004
1205,1.0264e-002
1206,8.4512e-003
1207,8.2152e-003
1208,5.3545e-003
1209,1.4433e-004
1210,1.3552e-004
1211,3.1167e-003
1212,7.686e-003
1213,5.8884e-003
1214,1.293e-004
1215,1.9061e-004
1216,6.0137e-003
1217,1.1278e-003
1218,7.6376e-003
1219,1.8727e-004
1220,1.2216e-004
1221,9.9386e-003
1222,4.8856e-003
1223,6.3103e-004
1224,4.3657e-003
1225,2.2254e-003
1226,1.0672e-002
1227,3.7745e-003
1228,4.7027e-004
1229,1.9689e-004
1230,1.0493e-003
1231,1.4167e-004
1232,1.2821e-004
1233,8.8031e-003
1234,7.4813e-003
1235,6.9168e-003
1236,2.9565e-004
1237,2.5078e-003
1238,6.3481e-004
1239,5.9814e-005
1240,6.0004e-005
1241,4.6164e-004
1242,2.2631e-004
1243,2.5133e-004
1244,1.89e-003
1245,1.4023e-004
1246,3.6888e-003
1247,4.1498e-004
1248,1.0344e-002
1249,3.5358e-003
1250,9.1932e-003
1251,1.2963e-004
1252,2.8285e-004
1253,2.8829e-004
1254,1.0687e-002
1255,7.547e-003
1256,6.7598e-003
1257,1.075e-002
1258,8.8178e-003
1259,1.7761e-003
1260,1.6869e-003
1261,6.1767e-003
1262,3.4091e-003
1263,3.8809e-003
1264,5.7805e-003
1265,9.039e-005
1266,7.9609e-005
1267,2.1449e-004
1268,1.4843e-004
1269,7.6631e-003
1270,8.6956e-003
1271,2.4644e-003
1272,6.6558e-003
1273,2.2637e-004
1274,3.0467e-004
1275,1.0862e-002
1276,5.8409e-003
1277,1.4609e-004
1278,1.0938e-004
1279,1.0745e-004
1280,3.0318e-003
1281,1.0016e-002
1282,3.886e-003
1283,1.2174e-004
1284,1.0756e-002
1285,1.4333e-003
1286,7.6657e-003
1287,2.0855e-003
1288,2.7357e-004
1289,1.115e-004
1290,1.2528e-004
1291,1.2567e-003
1292,7.4797e-003
1293,1.613e-003
1294,2.4547e-003
1295,9.3307e-004
1296,9.8834e-005
1297,1.0146e-002
1298,9.1462e-005
1299,1.4256e-004
1300,9.1184e-003
1301,1.9718e-003
1302,3.1094e-003
1303,2.0786e-004
1304,3.1199e-004
1305,5.4539e-004
1306,9.7125e-003
1307,1.0424e-002
1308,9.8393e-003
1309,1.9347e-004
1310,3.1561e-003
1311,8.1599e-004
1312,3.8516e-004
1313,6.1341e-004
1314,7.9862e-005
1315,1.0905e-002
1316,3.8908e-003
1317,2.1519e-004
1318,8.0977e-003
1319,1.7051e-004
1320,7.7222e-005
1321,1.0117e-004
1322,3.6426e-004
1323,8.9092e-003
1324,5.2407e-004
1325,1.9529e-003
1326,8.4689e-003
1327,9.0856e-005
1328,8.0599e-003
1329,2.9876e-003
1330,9.2258e-003
1331,2.4641e-003
1332,2.1607e-004
1333,1.7484e-004
1334,6.1684e-003
1335,7.2512e-004
1336,4.9768e-003
1337,5.7843e-003
1338,6.214e-004
1339,9.9961e-005
1340,1.42e-004
1341,9.5796e-003
1342,2.6053e-003
1343,1.6854e-003
1344,8.0336e-003
1345,1.0109e-006
1346,8.8503e-007
1347,4.6471e-010
1348,2.4763e-006
1349,2.6954e-006
1350,2.4549e-006
1351,3.8668e-006
1352,4.1581e-006
1353,3.0729e-006
1354,4.309e-006
1355,5.0261e-006
1356,1.9256e-011
1357,8.8352e-009
1358,9.8452e-012
1359,3.6622e-006
1360,1.2489e-008
1361,4.289e-006
1362,2.7303e-006
1363,1.9576e-006
1364,1.9978e-006
1365,4.2825e-011
1366,4.0107e-006
1367,3.8415e-006
1368,7.699e-013
1369,2.6081e-009
1370,1.6802e-007
1371,1.706e-012
1372,1.4422e-007
1373,8.3348e-010
1374,2.1512e-010
1375,1.3969e-006
1376,4.4012e-006
1377,4.8537e-006
1378,5.1114e-006
1379,4.6911e-006
1380,4.5517e-006
1381,5.2887e-006
1382,1.0158e-006
1383,1.9431e-006
1384,6.0346e-006
1385,7.5977e-006
1386,5.0644e-011
1387,4.0124e-006
1388,7.4881e-006
1389,1.4569e-006
1390,2.6261e-009
1391,2.1507e-006
1392,4.4863e-006
1393,4.3784e-006
1394,4.1639e-006
1395,6.6298e-006
1396,6.6815e-006
1397,2.61e-006
1398,4.4025e-006
1399,7.461e-006
1400,4.1896e-007
1401,5.7454e-012
1402,6.7714e-006
1403,8.1028e-006
1404,6.8533e-006
1405,7.0461e-006
1406,1.4142e-010
1407,1.4554e-011
1408,1.5003e-006
1409,5.6709e-006
1410,6.0265e-006
1411,7.5333e-006
1412,5.9809e-010
1413,1.521e-007
1414,5.0315e-006
1415,2.9732e-006
1416,5.1983e-006
1417,2.1054e-008
1418,5.914e-006
1419,3.7953e-007
1420,7.0366e-006
1421,3.2647e-013
1422,3.0611e-013
1423,3.5419e-006
1424,1.7457e-006
1425,4.1478e-006
1426,4.7013e-006
1427,4.6678e-006
1428,3.5111e-013
1429,2.3054e-008
1430,3.7264e-007
1431,1.838e-011
1432,7.9177e-006
1433,5.4966e-006
1434,5.7203e-006
1435,7.8809e-007
1436,6.376e-011
1437,5.9226e-010
1438,4.2171e-006
1439,2.877e-006
1440,1.1418e-006
1441,2.08e-009
1442,8.4206e-006
1443,7.1744e-006
1444,6.5872e-006
1445,4.4028e-008
1446,6.6609e-006
1447,3.5146e-006
1448,8.2278e-006
1449,6.8924e-006
1450,2.6645e-009
1451,6.5918e-006
1452,4.5315e-006
1453,4.277e-009
1454,6.4889e-006
1455,6.6618e-007
1456,7.4254e-009
1457,9.2908e-013
1458,4.3759e-012
1459,2.4578e-006
1460,4.2268e-006
1461,2.0388e-006
1462,4.8653e-006
1463,5.3671e-006
1464,6.9232e-006
1465,6.5403e-006
1466,1.0039e-006
1467,6.4673e-006
1468,2.5662e-006
1469,5.6333e-007
1470,7.3899e-006
1471,7.8532e-012
1472,1.979e-010
1473,4.7572e-008
1474,5.9027e-009
1475,1.3807e-006
1476,3.21e-006
1477,5.4036e-006
1478,1.7485e-012
1479,1.3481e-006
1480,6.7482e-006
1481,9.2586e-006
1482,1.3306e-010
